"state","age","female","urban","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"WA",5,1,1,42900,42786.1159709005,44797.1940597725,44768.5981807144,45437.7611750245,43576.4601290372,44115.8111742415,43898.5486349469,44117.8258106496,44071.3096140244,44608.9812896964,44520.4825428768,43835.1761206316,44778.2661837044,45708.7169598717,46625.5711909958,47540.5285068192,48453.2805926062,49383.819292069,50335.3331413832,51318.2044351545,52330.4265624731,53085.3381517198,53836.4759754022,54574.0748741473,55303.820548642,56028.2161112562,56696.4617462378,57350.6653001593,57993.0975456656,58626.8924287873,59259.852335285,59867.5093450005,60487.9664654731,61126.6272810703,61807.745429007,62536.5371663496,63302.6865283223,64121.406836976,64992.6951511467,65917.9229872393,66888.6481990701,67467.3833373515,68085.1225395656,68730.1246691708,69392.1888351248,70062.7925042931,70759.5286838441,71462.2470307235,72158.4659225507,72846.4796218537,73525.6137863448,74204.9811458375,74871.7570399209,75529.4405762501,76183.0681687689,76834.4135612813,77492.1709637775,78156.403211273,78829.799775232,79511.215203275,80198.148898997,80893.4459581213,81595.4910038545,82302.8208946307,83014.3105009909,83727.7347368651,84442.709007029,85160.3439243912,85879.7092789282,86598.9389351099,87314.4124986818,88023.4087286366,88728.3252327042,89428.0673058456,90122.5257747349,90811.4683269015,91493.2064798125,92171.5345580809,92847.2291136211,93521.5234242239,94196.1776672818,94870.7750413296,95547.252613058,96226.2780156023,96908.704060455,97594.8548098963,98284.6104472638,98978.2658772283,99675.9288744935,100377.396289745
"WA",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",6,1,1,41880,43168.1659600714,43075.5206942699,45065.7957421397,45041.7276974952,45669.4227236912,43802.1601923092,44371.3018422232,44162.1411053559,44391.1572202416,44353.5581369788,44902.0777386936,44818.3000098013,44135.6595692701,45087.0866545681,46025.9229161469,46951.369223422,47874.6628475777,48795.0038603984,49732.5292277896,50690.4695373822,51679.2673604679,52697.0467437628,53455.7193106841,54210.1518144449,54950.3973894842,55682.0491410535,56401.8523610995,57065.882822566,57716.1271444659,58354.7951935395,58985.3139617615,59614.7908885388,60219.1169993365,60836.7817276361,61473.6744150583,62153.4021694809,62880.2656315884,63644.9183918338,64462.5732511381,65333.0897597661,66257.6249303611,67227.5693199068,67804.9776280259,68421.1142212505,69064.3903619279,69724.7977315297,70394.7626540771,71090.7248491576,71792.4698569818,72487.7965410256,73174.884080696,73852.9868362675,74531.3656861821,75197.2230535009,75854.0483107694,76506.8794901034,77157.5879120599,77814.8858016147,78478.7547403075,79151.894123905,79833.2164074307,80520.1928626078,81215.6366677199,81917.8450151794,82625.3675887748,83337.1033262265,84050.7924902063,84766.0596436417,85483.9974752782,86203.6491076763,86923.1406854292,87638.8929765598,88348.1731478984,89053.3495317685,89753.3303915677,90448.0138212892,91137.2014391192,91819.221393229,92497.8445482768,93173.8722161612,93848.5442671661,94523.6008293333,95198.6287995703,95875.5802081894,96555.1225986026,97238.1007479418,97924.8400952857,98615.2252106382,99309.547250877,100007.904877185
"WA",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",7,1,1,42210,42163.3485717245,43436.1339922381,43364.832239455,45333.6529859674,45313.9794993879,45899.131133531,44037.7038378121,44636.451702099,44435.1824431834,44673.7398628386,44644.850867233,45199.3001239452,45120.0502978121,44439.8842778511,45399.4487579088,46346.4541193808,47280.0648716678,48211.4428588627,49139.1075233143,50083.3419753168,51047.4234422809,52042.0364750483,53065.0706731996,53827.2255480015,54584.6689056004,55327.2901106708,56054.1948616071,56769.5411971568,57429.4789040945,58075.8855695657,58710.9106385266,59337.563558056,59963.6377509121,60564.7158301709,61179.6513280183,61814.80155799,62492.430662582,63217.3814089243,63980.5413644963,64797.1080493116,65666.8202836061,66590.2445014225,67559.3578017393,68135.4211194518,68749.9393229454,69391.4841543589,70051.1269074822,70720.4347547115,71415.6065251395,72116.3714474146,72810.7960844951,73496.9459738922,74174.0132739102,74851.3946732269,75516.3239490148,76172.2862965664,76824.3068366266,77474.3651868878,78131.1820603496,78794.6666374683,79467.5211852547,80148.6707670427,80835.6566611538,81531.2168835859,82233.5543060889,82941.2309999329,83653.155603749,84367.074081842,85082.5986369393,85800.8035694927,86520.7059567785,87240.4244379058,87956.4202990465,88665.9486890314,89371.3467794938,90071.5365122971,90766.4115747254,91455.8108962983,92138.0783511938,92816.9622834083,93493.287796701,94168.3009900918,94843.7231038967,95519.144174571,96196.5307091889,96876.5501811563,97560.0397434692,98247.3256972341,98938.2970773197,99633.2413630554
"WA",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",8,1,1,40340,42483.1844129022,42446.7294344764,43703.6022837052,43653.6614855935,45600.4290811165,45585.0160329754,46138.4139273645,44282.8411790271,44910.9950614212,44717.4194673399,44965.3300809099,44940.2396771437,45500.4337367547,45425.5324602862,44747.6649021466,45715.1714159482,46669.943120604,47611.4970414445,48550.7182635299,49485.4541933408,50436.1347622842,51406.2716901035,52406.4214817847,53434.4324763211,54199.8097225183,54960.00925284,55698.3926678214,56420.7061937577,57131.7272103645,57787.6914960187,58430.3789645965,59061.1902218787,59684.078757584,60306.8284987395,60904.7391400987,61517.0116948007,62149.7219264328,62825.2718318545,63548.3334977303,64310.0039004224,65125.4682552113,65993.9658509354,66916.2495347668,67884.4941814277,68459.1919840337,69072.088980511,69712.8038862795,70371.6730601195,71040.3082287045,71734.6812043329,72434.4641447288,73127.9786131513,73813.1884080567,74489.2184310705,75165.5990693965,75829.6012915709,76484.6932784135,77135.8997071152,77785.297351255,78441.62035272,79104.7022878713,79777.2092875632,80458.163885242,81145.1366350471,81840.7841502197,82543.2184558003,83251.0012495809,83963.0841498935,84677.2005236238,85392.9511054118,86111.3914895581,86831.5127973986,87551.4278973555,88267.6362690514,88977.3783000484,89682.9707881272,90383.3391523458,91078.376964974,91767.9585763603,92450.4431915408,93129.557542712,93806.149376912,94481.4713876792,95157.2262820684,95833.0069790968,96510.793992594,97191.2549372933,97875.2191397899,98563.0139161186,99254.532606301
"WA",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",9,1,1,42140,40640.3848423689,42756.0591369452,42729.8280578486,43970.2520475179,43941.6484399755,45865.8251369154,45866.3185876727,46387.0261596504,44537.3551262115,45194.6947032884,45008.6266098313,45260.9953847331,45239.5275386297,45805.2924247282,45734.572246575,45058.8366165024,46033.9016415755,46996.2418163862,47945.5260958903,48892.3592787773,49833.9258272049,50790.9860264478,51766.9224490013,52772.3507259007,53805.0752629262,54573.4392485893,55329.823474461,56064.1103620866,56781.9821918111,57488.8058796192,58140.9131826505,58779.3076628218,59406.0238137151,60025.2461756737,60644.7482203345,61239.5737827547,61848.5236629141,62478.8238385013,63152.3210429695,63873.5155535,64633.7056795932,65447.6738190123,66314.9348049958,67236.0586288787,68203.3968591402,68776.7201854906,69388.8995773794,70028.7833942692,70686.8720214497,71354.825846887,72048.3958744916,72747.1960038478,73439.7999905382,74124.0689752467,74799.0643499667,75474.450039158,76137.5234200822,76791.7466887322,77442.1372328875,78090.8706763876,78746.6889605203,79409.3175345648,80081.4634601085,80762.2098671,81449.1476885102,82144.8549270156,82847.3449074238,83555.2087687982,84267.4230139118,84981.7094424868,85697.6581985083,86416.3055013123,87136.6180103741,87856.7029433985,88573.0935822775,89283.024217086,89988.7835006498,90689.3041122947,91384.4791638483,92074.2170281107,92756.8918543419,93436.209436071,94113.039709115,94788.641630745,95464.6999633437,96140.81026218,96818.9667707219,97499.8369109854,98184.2425581894,98872.5119953182
"WA",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",10,1,1,41990,42428.2025504367,40941.0425018996,43028.2922915204,43012.2726745858,44235.7493824342,44228.4265078628,46141.3222080773,46157.5578972733,46644.7246423013,44801.0270651402,45487.3160298673,45303.867444733,45560.5366251515,45542.5307842746,46113.7056203368,46047.0090792737,45373.0580692991,46355.5052621732,47325.2267226508,48282.0400494866,49236.2668295449,50184.6213184894,51147.8259484375,52129.3271136333,53139.7918815528,54176.9915261339,54941.8231709505,55694.5263372543,56424.8564078934,57138.4354194133,57841.1915049509,58488.8713729161,59123.0943040191,59745.8350743261,60361.4921536102,60977.8309046047,61568.9325592649,62174.631815854,62802.5638738123,63474.0394621584,64193.399416708,64951.7435640345,65764.2161833975,66630.2348327708,67550.1855793651,68516.5993627202,69089.4526023227,69700.9213729178,70339.9811504852,70997.2951712216,71664.5698436092,72357.3406976321,73055.1710214367,73746.8727094721,74430.2109035204,75104.1893687884,75778.5900871296,76440.7477518956,77094.1120515539,77743.6979296796,78391.7718803058,79047.0475604238,79709.2187163504,80381.0016713755,81061.5309071782,81748.4167335962,82444.149749787,83146.6768435675,83854.6022567638,84566.9264918501,85281.3607299164,85997.4849081099,86716.3166302839,87436.7981804093,88157.0289428053,88873.5825530077,89583.6788699612,90289.5831421352,90990.2349623131,91685.5270201312,92375.4003681835,93058.243508649,93737.7425634375,94414.7886200723,95090.6467933013,95766.9844770869,96443.3998038884,97121.8999834488,97803.1524330088,98487.9717678259
"WA",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",11,1,1,42710,42201.6497833609,42638.2405686606,41161.6449095808,43227.4701972628,43219.8642138629,44432.8794664602,44448.1036054976,46352.9790266888,46378.5206556329,46839.9692506991,44999.184723724,45703.3118127233,45521.2660749979,45780.798464849,45764.845360455,46339.845458186,46275.5492686633,45602.1559807309,46590.1803476611,47565.4572993732,48527.9603866173,49487.9553920033,50441.466904281,51409.3379657883,52395.113659348,53409.4988538279,54445.4764340756,55207.8965392486,55958.034972633,56685.6122196729,57396.2242214522,58095.7182249987,58740.3299222053,59371.6818567508,59991.72681251,60604.9770055459,61218.7497337339,61807.4161496687,62411.0594643703,63037.5841520821,63707.9266161328,64426.1156663697,65183.5934223433,65995.4824880323,66861.1041001182,67780.7435922778,68747.6014034699,69320.3721588735,69931.6149141923,70570.3837192191,71227.4504493894,71894.5531405068,72587.0855658876,73284.568404097,73975.9808092429,74659.0131035406,75332.6110139156,76006.6539614568,76668.4979046856,77321.5936776132,77970.9505673582,78618.8619883793,79274.0899369877,79936.2820312809,80608.1594598734,81288.8914683722,81976.0853964647,82672.1993787789,83375.1221801589,84083.4670632334,84796.249370004,85511.1718793849,86227.8102320147,86947.1689593595,87668.1658792715,88388.9017298164,89105.9698643302,89816.5776171556,90522.9761077474,91224.1105450325,91919.8740082522,92610.2307627207,93293.5761885822,93973.5842696076,94651.1646563506,95327.5881978273,96004.5104177403,96681.5293067663,97360.6617887103,98042.5762837793
"WA",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",12,1,1,41710,42907.7516599458,42414.7719475298,42849.4449152386,41383.4350054644,43427.1288607406,43427.9475619711,44637.0697967945,44674.846353319,46571.3481285714,46606.0516734407,47041.1320275414,45200.4749792846,45922.3516749663,45741.5795005787,46003.858262307,45989.8354320755,46568.4321776742,46506.4228755998,45833.4728123511,46826.9628919799,47807.6795756136,48775.8576135467,49741.4854825631,50700.0169275396,51672.4090602504,52662.3149746803,53675.7456987304,54710.53771183,55470.6135281499,56218.2561839085,56943.1533909596,57650.4707293589,58346.7756590735,58988.3865398514,59616.9317620211,60234.3460931884,60844.8221271855,61456.0776809909,62042.3627825687,62643.9905020451,63269.1324908153,63938.1386248357,64655.1746842676,65411.8009325207,66223.1052393485,67088.33083519,68008.1878744233,68975.4793914615,69548.1690694028,70159.1937706821,70797.6808539211,71454.5043215308,72121.4400163763,72813.7381705529,73510.8800922235,74202.0133847741,74884.7434136541,75557.9707980263,76231.6628012693,76893.2020642688,77546.0347461151,78195.1209836276,78842.8656363023,79498.044874402,80160.2530449654,80832.2154281568,81513.1210439564,82200.608320242,82897.086905981,83600.3887944022,84309.135868731,85022.3574063405,85737.7492205642,86454.8825064021,87174.745334606,87896.241116204,88617.4624963019,89335.0255278889,90046.1249499915,90752.9983259644,91454.5964646827,92150.8125770186,92841.6339140303,93525.4624775037,94205.9605061963,94884.0556205345,95561.0245005462,96238.510715311,96916.1122640534,97595.8555930489
"WA",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",13,1,1,42070,41914.0701363838,43106.2373212555,42628.8954850573,43061.3097337775,41605.9078397608,43626.7879297944,43642.9733283326,44847.8429861609,44908.1614563565,46795.9554883264,46839.6750572246,47245.0094935552,45404.4960698297,46144.0205242257,45964.4055802001,46229.316689353,46216.996690934,46799.0806786516,46739.2529500009,46066.6445524106,47065.48840246,48051.6369872508,49025.3649146644,49996.4945341678,50959.90605235,51936.6797961974,52925.8907628369,53938.399592508,54972.0427554104,55729.8426315908,56475.0601044668,57196.9484755139,57901.0542022234,58594.2449486006,59232.9239786729,59858.7330301672,60473.1622393225,61080.9255849267,61689.7233984112,62273.6820033782,62873.3426074893,63496.9097287891,64164.605680232,64880.5187992834,65636.3076177328,66447.0409337493,67312.4076732601,68232.4866238781,69200.2063607508,69772.8269080667,70383.649681604,71021.8681017835,71678.4636271511,72345.2421938792,73037.3173613622,73734.13870743,74425.0028874723,75107.4466887743,75780.3181236447,76453.6765279704,77114.9246329538,77767.4501868017,78416.2654285013,79063.847632943,79718.977098874,80381.1953995402,81053.2140874237,81734.281548357,82422.0477116354,83118.8748524207,83822.539521865,84531.6711929328,85245.3139004542,85961.1563630008,86678.7615963139,87399.1126139237,88121.0875447052,88842.7755359522,89560.814112987,90272.385729097,90979.7149396838,91681.7578255074,92378.4082809416,93069.675617297,93753.9684212276,94434.9375640926,95113.5283175764,95791.0226192903,96469.0525893205,97147.2162053095
"WA",13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
