state,state_name,year,sce,shares,category,decile_pop,decile_gdp,decile_gdp_pc
AK,Alaska,2015,Historical,0.027438713,d1,63058.43447,797298875.9,12643.81018
AK,Alaska,2015,Historical,0.042460684,d2,63058.43447,1233798962,19565.96247
AK,Alaska,2015,Historical,0.052076626,d3,63058.43447,1513213662,23997.0065
AK,Alaska,2015,Historical,0.06095464,d4,63058.43447,1771186059,28088.01193
AK,Alaska,2015,Historical,0.070148052,d5,63058.43447,2038323117,32324.35334
AK,Alaska,2015,Historical,0.080688436,d6,63058.43447,2344599738,37181.38197
AK,Alaska,2015,Historical,0.094104974,d7,63058.43447,2734450045,43363.74773
AK,Alaska,2015,Historical,0.113160084,d8,63058.43447,3288142843,52144.378
AK,Alaska,2015,Historical,0.147186942,d9,63058.43447,4276876375,67824.0177
AK,Alaska,2015,Historical,0.313043612,d10,63058.43447,9096247333,144251.0809
AL,Alabama,2015,Historical,0.035111242,d2,495733.0398,4295560552,8665.068106
AL,Alabama,2015,Historical,0.044507773,d3,495733.0398,5445145859,10984.02854
AL,Alabama,2015,Historical,0.05364288,d4,495733.0398,6562748172,13238.47241
AL,Alabama,2015,Historical,0.0634613,d5,495733.0398,7763947994,15661.55041
AL,Alabama,2015,Historical,0.075025677,d6,495733.0398,9178750742,18515.51138
AL,Alabama,2015,Historical,0.090124344,d7,495733.0398,11025943682,22241.69623
AL,Alabama,2015,Historical,0.112054787,d8,495733.0398,13708946062,27653.8882
AL,Alabama,2015,Historical,0.151780138,d9,495733.0398,18569003439,37457.66763
AL,Alabama,2015,Historical,0.354148591,d10,495733.0398,43327055113,87399.97465
AR,Arkansas,2015,Historical,0.035984179,d2,303628.9897,2635212697,8679.054986
AR,Arkansas,2015,Historical,0.045403953,d3,303628.9897,3325046639,10951.01835
AR,Arkansas,2015,Historical,0.054505766,d4,303628.9897,3991595491,13146.29244
AR,Arkansas,2015,Historical,0.064247082,d5,303628.9897,4704976769,15495.80879
AR,Arkansas,2015,Historical,0.075686963,d6,303628.9897,5542748270,18255.0035
AR,Arkansas,2015,Historical,0.090583298,d7,303628.9897,6633644665,21847.86331
AR,Arkansas,2015,Historical,0.112170559,d8,303628.9897,8214534541,27054.5133
AR,Arkansas,2015,Historical,0.151223008,d9,303628.9897,11074444432,36473.60696
AR,Arkansas,2015,Historical,0.349335277,d10,303628.9897,25582708376,84256.47499
AL,Alabama,2015,Historical,0.021618961,d1,495733.0398,2644895218,5335.321646
AZ,Arizona,2015,Historical,0.036605044,d2,683426.4358,6491811357,9498.917538
AZ,Arizona,2015,Historical,0.046044868,d3,683426.4358,8165940110,11948.5283
AZ,Arizona,2015,Historical,0.055126444,d4,683426.4358,9776534492,14305.1746
AZ,Arizona,2015,Historical,0.064816503,d5,683426.4358,11495041784,16819.72072
AZ,Arizona,2015,Historical,0.076171421,d6,683426.4358,13508807582,19766.2936
AZ,Arizona,2015,Historical,0.090927016,d7,683426.4358,16125674787,23595.33366
AZ,Arizona,2015,Historical,0.112272268,d8,683426.4358,19911200885,29134.37327
AZ,Arizona,2015,Historical,0.150841201,d9,683426.4358,26751302956,39142.9151
AZ,Arizona,2015,Historical,0.34582575,d10,683426.4358,61331316290,89740.91882
CA,California,2015,Historical,0.034050313,d2,3848913.014,51803851021,13459.34575
CA,California,2015,Historical,0.043391027,d3,3848913.014,66014732328,17151.52618
CA,California,2015,Historical,0.052539599,d4,3848913.014,79933290461,20767.75707
CA,California,2015,Historical,0.062423669,d5,3848913.014,94970828875,24674.71427
CA,California,2015,Historical,0.074111257,d6,3848913.014,1.13E+11,29294.56279
CA,California,2015,Historical,0.089431015,d7,3848913.014,1.36E+11,35350.12885
CA,California,2015,Historical,0.111762291,d8,3848913.014,1.70E+11,44177.19498
CA,California,2015,Historical,0.152344027,d9,3848913.014,2.32E+11,60218.26973
CA,California,2015,Historical,0.360673455,d10,3848913.014,5.49E+11,142566.3469
CO,Colorado,2015,Historical,0.037367869,d2,541776.8483,7256327887,13393.57322
CO,Colorado,2015,Historical,0.046849787,d3,541776.8483,9097586375,16792.12835
CO,Colorado,2015,Historical,0.055923601,d4,541776.8483,10859596662,20044.40887
CO,Colorado,2015,Historical,0.065568451,d5,541776.8483,12732494312,23501.36288
CO,Colorado,2015,Historical,0.076836776,d6,541776.8483,14920648550,27540.21069
CO,Colorado,2015,Historical,0.091435168,d7,541776.8483,17755456148,32772.6373
CO,Colorado,2015,Historical,0.112493369,d8,541776.8483,21844670097,40320.42005
CO,Colorado,2015,Historical,0.150443806,d9,541776.8483,29214124703,53922.80013
CO,Colorado,2015,Historical,0.341086275,d10,541776.8483,66234278681,122253.8004
AR,Arkansas,2015,Historical,0.022313102,d1,303628.9897,1634045054,5381.716203
CT,Connecticut,2015,Historical,0.033470918,d2,361372.9488,5175624726,14322.11443
CT,Connecticut,2015,Historical,0.042793138,d3,361372.9488,6617124249,18311.06692
CT,Connecticut,2015,Historical,0.051960808,d4,361372.9488,8034725628,22233.88789
CT,Connecticut,2015,Historical,0.061892934,d5,361372.9488,9570535220,26483.81748
CT,Connecticut,2015,Historical,0.07366003,d6,361372.9488,11390087137,31518.92574
CT,Connecticut,2015,Historical,0.089111322,d7,361372.9488,13779328116,38130.4914
CT,Connecticut,2015,Historical,0.111668571,d8,361372.9488,17267366767,47782.67666
CT,Connecticut,2015,Historical,0.152701222,d9,361372.9488,23612266034,65340.436
CT,Connecticut,2015,Historical,0.363943251,d10,361372.9488,56276726220,155730.3235
DC,District of Columbia,2015,Historical,0.028533621,d2,62888.53991,1974463862,31396.2427
DC,District of Columbia,2015,Historical,0.037597612,d3,62888.53991,2601672118,41369.5742
DC,District of Columbia,2015,Historical,0.046829447,d4,62888.53991,3240494811,51527.58857
DC,District of Columbia,2015,Historical,0.057068653,d5,62888.53991,3949025362,62794.03795
DC,District of Columbia,2015,Historical,0.069410705,d6,62888.53991,4803068235,76374.30034
DC,District of Columbia,2015,Historical,0.08589228,d7,62888.53991,5943557002,94509.38136
DC,District of Columbia,2015,Historical,0.110315815,d8,62888.53991,7633611946,121383.1957
DC,District of Columbia,2015,Historical,0.155331725,d9,62888.53991,10748613982,170915.305
DC,District of Columbia,2015,Historical,0.394270798,d10,62888.53991,27282672693,433825.8247
DE,Delaware,2015,Historical,0.039037407,d2,96050.04002,1659784620,17280.4157
DE,Delaware,2015,Historical,0.04855799,d3,96050.04002,2064578853,21494.82554
DE,Delaware,2015,Historical,0.057562454,d4,96050.04002,2447428842,25480.76858
DE,Delaware,2015,Historical,0.067053948,d5,96050.04002,2850986275,29682.30179
DE,Delaware,2015,Historical,0.078078266,d6,96050.04002,3319716011,34562.35948
DE,Delaware,2015,Historical,0.092284475,d7,96050.04002,3923732748,40850.92257
DE,Delaware,2015,Historical,0.112682911,d8,96050.04002,4791029347,49880.55545
DE,Delaware,2015,Historical,0.149354486,d9,96050.04002,6350223998,66113.70486
DE,Delaware,2015,Historical,0.332022322,d10,96050.04002,14116858311,146973.9972
AZ,Arizona,2015,Historical,0.022803187,d1,683426.4358,4044087158,5917.370101
FL,Florida,2015,Historical,0.034557217,d2,1947290.892,17652197000,9065.0026
FL,Florida,2015,Historical,0.043922734,d3,1947290.892,22436203510,11521.7524
FL,Florida,2015,Historical,0.053063047,d4,1947290.892,27105173401,13919.42699
FL,Florida,2015,Historical,0.062913852,d5,1947290.892,32137070225,16503.47688
FL,Florida,2015,Historical,0.07454067,d6,1947290.892,38076173534,19553.40812
FL,Florida,2015,Historical,0.089753114,d7,1947290.892,45846853052,23543.91593
FL,Florida,2015,Historical,0.111891775,d8,1947290.892,57155518483,29351.29965
FL,Florida,2015,Historical,0.152066946,d9,1947290.892,77677426627,39889.99637
FL,Florida,2015,Historical,0.357601585,d10,1947290.892,1.83E+11,93805.56593
GA,Georgia,2015,Historical,0.03469602,d2,1024562.321,10619640891,10365.05118
GA,Georgia,2015,Historical,0.04406923,d3,1024562.321,13488561425,13165.19372
GA,Georgia,2015,Historical,0.053208163,d4,1024562.321,16285775243,15895.3486
GA,Georgia,2015,Historical,0.063050776,d5,1024562.321,19298369065,18835.72007
GA,Georgia,2015,Historical,0.074661871,d6,1024562.321,22852253898,22304.40593
GA,Georgia,2015,Historical,0.089845741,d7,1024562.321,27499681665,26840.4187
GA,Georgia,2015,Historical,0.11193219,d8,1024562.321,34259827553,33438.50039
GA,Georgia,2015,Historical,0.151994773,d9,1024562.321,46522047964,45406.75275
GA,Georgia,2015,Historical,0.356738376,d10,1024562.321,1.09E+11,106571.6335
HI,Hawaii,2015,Historical,0.040504295,d2,141987.3691,1976964998,13923.52722
HI,Hawaii,2015,Historical,0.0500841,d3,141987.3691,2444543539,17216.62677
HI,Hawaii,2015,Historical,0.059052362,d4,141987.3691,2882273416,20299.50576
HI,Hawaii,2015,Historical,0.068434811,d5,141987.3691,3340219253,23524.76333
HI,Hawaii,2015,Historical,0.079270473,d6,141987.3691,3869094636,27249.56917
HI,Hawaii,2015,Historical,0.093154831,d7,141987.3691,4546773133,32022.3775
HI,Hawaii,2015,Historical,0.11298847,d8,141987.3691,5514828745,38840.277
HI,Hawaii,2015,Historical,0.148501087,d9,141987.3691,7248156058,51047.89324
HI,Hawaii,2015,Historical,0.323440348,d10,141987.3691,15786726987,111184.0235
CA,California,2015,Historical,0.020803656,d1,3848913.014,31650501895,8223.231282
IA,Iowa,2015,Historical,0.040045956,d2,316600.3409,4337743500,13701.00704
IA,Iowa,2015,Historical,0.049593988,d3,316600.3409,5371978112,16967.69528
IA,Iowa,2015,Historical,0.058560567,d4,316600.3409,6343230235,20035.44979
IA,Iowa,2015,Historical,0.067963584,d5,316600.3409,7361756946,23252.52375
IA,Iowa,2015,Historical,0.078844671,d6,316600.3409,8540386928,26975.2929
IA,Iowa,2015,Historical,0.09281765,d7,316600.3409,10053927992,31755.89755
IA,Iowa,2015,Historical,0.112819942,d8,316600.3409,12220559052,38599.32373
IA,Iowa,2015,Historical,0.148713246,d9,316600.3409,16108490861,50879.57522
IA,Iowa,2015,Historical,0.326446701,d10,316600.3409,35360425793,111687.8955
ID,Idaho,2015,Historical,0.039672784,d2,168739.1135,1625540535,9633.454279
ID,Idaho,2015,Historical,0.04919726,d3,168739.1135,2015793506,11946.21368
ID,Idaho,2015,Historical,0.058164734,d4,168739.1135,2383224047,14123.72032
ID,Idaho,2015,Historical,0.067586852,d5,168739.1135,2769283032,16411.62487
ID,Idaho,2015,Historical,0.07850728,d6,168739.1135,3216733314,19063.35317
ID,Idaho,2015,Historical,0.092554496,d7,168739.1135,3792299652,22474.3367
ID,Idaho,2015,Historical,0.112695465,d8,168739.1135,4617549564,27365.02206
ID,Idaho,2015,Historical,0.148895482,d9,168739.1135,6100798005,36155.20953
ID,Idaho,2015,Historical,0.328837788,d10,168739.1135,13473699094,79849.29406
IL,Illinois,2015,Historical,0.035197318,d2,1295781.96,16689208646,12879.64269
IL,Illinois,2015,Historical,0.044586748,d3,1295781.96,21141313672,16315.48696
IL,Illinois,2015,Historical,0.053709373,d4,1295781.96,25466910071,19653.70012
IL,Illinois,2015,Historical,0.06351063,d5,1295781.96,30114287553,23240.24294
IL,Illinois,2015,Historical,0.075053158,d6,1295781.96,35587308483,27463.96352
IL,Illinois,2015,Historical,0.090123419,d7,1295781.96,42733044138,32978.57622
IL,Illinois,2015,Historical,0.112014485,d8,1295781.96,53112942059,40989.10441
IL,Illinois,2015,Historical,0.151686625,d9,1295781.96,71923938452,55506.20449
IL,Illinois,2015,Historical,0.35390395,d10,1295781.96,1.68E+11,129502.9474
CO,Colorado,2015,Historical,0.023387391,d1,541776.8483,4541510716,8382.622348
IN,Indiana,2015,Historical,0.038776479,d2,671533.011,7749655615,11540.24521
IN,Indiana,2015,Historical,0.048288735,d3,671533.011,9650723222,14371.18215
IN,Indiana,2015,Historical,0.057301802,d4,671533.011,11452025638,17053.55574
IN,Indiana,2015,Historical,0.066814939,d5,671533.011,13353269316,19884.75488
IN,Indiana,2015,Historical,0.077875066,d6,671533.011,15563685979,23176.3528
IN,Indiana,2015,Historical,0.092140513,d7,671533.011,18414700416,27421.88413
IN,Indiana,2015,Historical,0.112640716,d8,671533.011,22511759185,33522.93754
IN,Indiana,2015,Historical,0.149515355,d9,671533.011,29881323430,44497.17726
IN,Indiana,2015,Historical,0.333494812,d10,671533.011,66650454326,99251.19574
KS,Kansas,2015,Historical,0.038237832,d2,298974.3725,3613481845,12086.25949
KS,Kansas,2015,Historical,0.047737455,d3,298974.3725,4511197889,15088.91164
KS,Kansas,2015,Historical,0.056772741,d4,298974.3725,5365034004,17944.7956
KS,Kansas,2015,Historical,0.066335195,d5,298974.3725,6268687588,20967.30745
KS,Kansas,2015,Historical,0.077473884,d6,298974.3725,7321295656,24488.03754
KS,Kansas,2015,Historical,0.091865719,d7,298974.3725,8681326593,29037.02589
KS,Kansas,2015,Historical,0.11257869,d8,298974.3725,10638705994,35584.00643
KS,Kansas,2015,Historical,0.149866154,d9,298974.3725,14162377896,47369.87247
KS,Kansas,2015,Historical,0.33642302,d10,298974.3725,31792034525,106336.9889
KY,Kentucky,2015,Historical,0.035633199,d2,451254.6508,4165816443,9231.631043
KY,Kentucky,2015,Historical,0.045046575,d3,451254.6508,5266318155,11670.39087
KY,Kentucky,2015,Historical,0.054164661,d4,451254.6508,6332298018,14032.64876
KY,Kentucky,2015,Historical,0.063939978,d5,451254.6508,7475113635,16565.17805
KY,Kentucky,2015,Historical,0.075432919,d6,451254.6508,8818733740,19542.69884
KY,Kentucky,2015,Historical,0.090413258,d7,451254.6508,10570059590,23423.71335
KY,Kentucky,2015,Historical,0.112140239,d8,451254.6508,13110123834,29052.60657
KY,Kentucky,2015,Historical,0.151459116,d9,451254.6508,17706826597,39239.10051
KY,Kentucky,2015,Historical,0.351198394,d10,451254.6508,41058004484,90986.3298
CT,Connecticut,2015,Historical,0.020346083,d1,361372.9488,3146124951,8706.033369
LA,Louisiana,2015,Historical,0.033533288,d2,464173.4943,4898426922,10553.0087
LA,Louisiana,2015,Historical,0.042852695,d3,464173.4943,6259773717,13485.84914
LA,Louisiana,2015,Historical,0.052013603,d4,464173.4943,7597967526,16368.80955
LA,Louisiana,2015,Historical,0.061935666,d5,464173.4943,9047348228,19491.30732
LA,Louisiana,2015,Historical,0.073689307,d6,464173.4943,10764279521,23190.20722
LA,Louisiana,2015,Historical,0.089122116,d7,464173.4943,13018650971,28046.9504
LA,Louisiana,2015,Historical,0.111652207,d8,464173.4943,16309768869,35137.22578
LA,Louisiana,2015,Historical,0.15264304,d9,464173.4943,22297568214,48037.14234
LA,Louisiana,2015,Historical,0.3637089,d10,464173.4943,53129340243,114460.0907
MA,Massachusetts,2015,Historical,0.034371652,d2,671158.8875,10120104970,15078.55317
MA,Massachusetts,2015,Historical,0.043731449,d3,671158.8875,12875926195,19184.61699
MA,Massachusetts,2015,Historical,0.052878077,d4,671158.8875,15568983703,23197.16537
MA,Massachusetts,2015,Historical,0.062744479,d5,671158.8875,18473965515,27525.47252
MA,Massachusetts,2015,Historical,0.074396968,d6,671158.8875,21904828013,32637.32094
MA,Massachusetts,2015,Historical,0.089651721,d7,671158.8875,26396311334,39329.45212
MA,Massachusetts,2015,Historical,0.111862875,d8,671158.8875,32935979837,49073.29762
MA,Massachusetts,2015,Historical,0.152182179,d9,671158.8875,44807262276,66761.03544
MA,Massachusetts,2015,Historical,0.358643852,d10,671158.8875,1.06E+11,157334.026
MD,Maryland,2015,Historical,0.038390932,d2,598285.3579,8386608326,14017.73955
MD,Maryland,2015,Historical,0.047899767,d3,598285.3579,10463840387,17489.71498
MD,Maryland,2015,Historical,0.056934242,d4,598285.3579,12437447156,20788.48662
MD,Maryland,2015,Historical,0.066488399,d5,598285.3579,14524579936,24277.01053
MD,Maryland,2015,Historical,0.077610487,d6,598285.3579,16954231705,28338.03549
MD,Maryland,2015,Historical,0.091971457,d7,598285.3579,20091426462,33581.67837
MD,Maryland,2015,Historical,0.112627267,d8,598285.3579,24603746927,41123.76578
MD,Maryland,2015,Historical,0.149789529,d9,598285.3579,32721948796,54692.87918
MD,Maryland,2015,Historical,0.335453116,d10,598285.3579,73280687632,122484.5079
DC,District of Columbia,2015,Historical,0.016550281,d1,62888.53991,1145243071,18210.67992
ME,Maine,2015,Historical,0.038362771,d2,134148.3311,1318371868,9827.717257
ME,Maine,2015,Historical,0.047856409,d3,134148.3311,1644629460,12259.78323
ME,Maine,2015,Historical,0.056877808,d4,134148.3311,1954658124,14570.87172
ME,Maine,2015,Historical,0.066419749,d5,134148.3311,2282575693,17015.31189
ME,Maine,2015,Historical,0.077531128,d6,134148.3311,2664428440,19861.80833
ME,Maine,2015,Historical,0.091885622,d7,134148.3311,3157733813,23539.12112
ME,Maine,2015,Historical,0.112543985,d8,134148.3311,3867677436,28831.34963
ME,Maine,2015,Historical,0.149748167,d9,134148.3311,5146233329,38362.26129
ME,Maine,2015,Historical,0.335962124,d10,134148.3311,11545647031,86066.27409
MI,Michigan,2015,Historical,0.036854449,d2,998968.5539,10357315614,10368.00966
MI,Michigan,2015,Historical,0.046307883,d3,998968.5539,13014042338,13027.47948
MI,Michigan,2015,Historical,0.055386772,d4,998968.5539,15565509565,15581.58113
MI,Michigan,2015,Historical,0.065061894,d5,998968.5539,18284537929,18303.41692
MI,Michigan,2015,Historical,0.076388346,d6,998968.5539,21467644483,21489.81006
MI,Michigan,2015,Historical,0.091092406,d7,998968.5539,25599970277,25626.40253
MI,Michigan,2015,Historical,0.112343717,d8,998968.5539,31572289527,31604.88827
MI,Michigan,2015,Historical,0.150710647,d9,998968.5539,42354662183,42398.39384
MI,Michigan,2015,Historical,0.344279918,d10,998968.5539,96754011170,96853.91076
MN,Minnesota,2015,Historical,0.038874446,d2,549036.3504,7691371071,14008.85582
MN,Minnesota,2015,Historical,0.048394478,d3,549036.3504,9574924568,17439.50935
MN,Minnesota,2015,Historical,0.057408867,d4,549036.3504,11358435792,20687.94859
MN,Minnesota,2015,Historical,0.066918609,d5,549036.3504,13239953396,24114.89401
MN,Minnesota,2015,Historical,0.077970028,d6,549036.3504,15426494251,28097.40055
MN,Minnesota,2015,Historical,0.092217418,d7,549036.3504,18245363060,33231.61216
MN,Minnesota,2015,Historical,0.112682152,d8,549036.3504,22294343283,40606.31553
MN,Minnesota,2015,Historical,0.149474046,d9,549036.3504,29573678123,53864.69967
MN,Minnesota,2015,Historical,0.332828143,d10,549036.3504,65850578310,119938.4672
DE,Delaware,2015,Historical,0.024720919,d1,96050.04002,1051079062,10943.03617
MO,Missouri,2015,Historical,0.037059738,d2,623743.7558,6663897822,10683.71067
MO,Missouri,2015,Historical,0.046523994,d3,623743.7558,8365713278,13412.09944
MO,Missouri,2015,Historical,0.055600299,d4,623743.7558,9997769315,16028.64834
MO,Missouri,2015,Historical,0.06526274,d5,623743.7558,11735221413,18814.17057
MO,Missouri,2015,Historical,0.076565372,d6,623743.7558,13767604501,22072.53279
MO,Missouri,2015,Historical,0.091226671,d7,623743.7558,16403926390,26299.14326
MO,Missouri,2015,Historical,0.112400433,d8,623743.7558,20211286994,32403.1893
MO,Missouri,2015,Historical,0.150601623,d9,623743.7558,27080435039,43415.96174
MO,Missouri,2015,Historical,0.343016833,d10,623743.7558,61679581391,98886.09034
MS,Mississippi,2015,Historical,0.03480746,d2,305108.9925,2249946970,7374.240108
MS,Mississippi,2015,Historical,0.044196746,d3,305108.9925,2856868463,9363.435798
MS,Mississippi,2015,Historical,0.053344267,d4,305108.9925,3448162316,11301.41163
MS,Mississippi,2015,Historical,0.063190377,d5,305108.9925,4084612817,13387.38915
MS,Mississippi,2015,Historical,0.074798939,d6,305108.9925,4834987849,15846.7563
MS,Mississippi,2015,Historical,0.089968777,d7,305108.9925,5815563020,19060.60838
MS,Mississippi,2015,Historical,0.112019144,d8,305108.9925,7240894153,23732.15582
MS,Mississippi,2015,Historical,0.151977484,d9,305108.9925,9823792934,32197.65125
MS,Mississippi,2015,Historical,0.35580296,d10,305108.9925,22999029280,75379.71625
MT,Montana,2015,Historical,0.03814144,d2,102941.8365,1080931886,10500.41385
MT,Montana,2015,Historical,0.047618449,d3,102941.8365,1349511184,13109.45316
MT,Montana,2015,Historical,0.056637775,d4,102941.8365,1605119705,15592.49144
MT,Montana,2015,Historical,0.066188339,d5,102941.8365,1875783559,18221.7806
MT,Montana,2015,Historical,0.077320343,d6,102941.8365,2191265567,21286.44331
MT,Montana,2015,Historical,0.091716474,d7,102941.8365,2599253232,25249.72664
MT,Montana,2015,Historical,0.11245552,d8,102941.8365,3186999685,30959.227
MT,Montana,2015,Historical,0.149845336,d9,102941.8365,4246630478,41252.71728
MT,Montana,2015,Historical,0.33744538,d10,102941.8365,9563232822,92899.38032
FL,Florida,2015,Historical,0.021195119,d1,1947290.892,10826694060,5559.875057
NC,North Carolina,2015,Historical,0.035645206,d2,1013239.548,10686298866,10546.66578
NC,North Carolina,2015,Historical,0.045055601,d3,1013239.548,13507499939,13331.00348
NC,North Carolina,2015,Historical,0.054169994,d4,1013239.548,16239960724,16027.76043
NC,North Carolina,2015,Historical,0.06394089,d5,1013239.548,19169238643,18918.76278
NC,North Carolina,2015,Historical,0.075428752,d6,1013239.548,22613256519,22317.77922
NC,North Carolina,2015,Historical,0.090403336,d7,1013239.548,27102580554,26748.44327
NC,North Carolina,2015,Historical,0.11212365,d8,1013239.548,33614249104,33175.02676
NC,North Carolina,2015,Historical,0.151437891,d9,1013239.548,45400510881,44807.28273
NC,North Carolina,2015,Historical,0.351213034,d10,1013239.548,1.05E+11,103916.5404
ND,North Dakota,2015,Historical,0.037787695,d2,72751.88103,1263661541,17369.46899
ND,North Dakota,2015,Historical,0.047262423,d3,72751.88103,1580506731,21724.61672
ND,North Dakota,2015,Historical,0.056302234,d4,72751.88103,1882807824,25879.85077
ND,North Dakota,2015,Historical,0.065891308,d5,72751.88103,2203476868,30287.55871
ND,North Dakota,2015,Historical,0.077081038,d6,72751.88103,2577673586,35431.02322
ND,North Dakota,2015,Historical,0.091565588,d7,72751.88103,3062052662,42088.9827
ND,North Dakota,2015,Historical,0.112447912,d8,72751.88103,3760380245,51687.73909
ND,North Dakota,2015,Historical,0.150100424,d9,72751.88103,5019521120,68995.06995
ND,North Dakota,2015,Historical,0.339221117,d10,72751.88103,11343922394,155926.1731
NE,Nebraska,2015,Historical,0.039612908,d2,191367.3877,2788756542,14572.78889
NE,Nebraska,2015,Historical,0.049153082,d3,191367.3877,3460386675,18082.42625
NE,Nebraska,2015,Historical,0.058139774,d4,191367.3877,4093051565,21388.44875
NE,Nebraska,2015,Historical,0.067584779,d5,191367.3877,4757981782,24863.07536
NE,Nebraska,2015,Historical,0.078531368,d6,191367.3877,5528623808,28890.10439
NE,Nebraska,2015,Historical,0.092608026,d7,191367.3877,6519623310,34068.6226
NE,Nebraska,2015,Historical,0.112782729,d8,191367.3877,7939926383,41490.48841
NE,Nebraska,2015,Historical,0.149004709,d9,191367.3877,10489960925,54815.82337
NE,Nebraska,2015,Historical,0.328744584,d10,191367.3877,23143683602,120938.4936
GA,Georgia,2015,Historical,0.021301386,d1,1024562.321,6519856451,6363.552826
NH,New Hampshire,2015,Historical,0.040213108,d2,135834.8524,1846831316,13596.15212
NH,New Hampshire,2015,Historical,0.049770401,d3,135834.8524,2285760533,16827.49672
NH,New Hampshire,2015,Historical,0.058735316,d4,135834.8524,2697484138,19858.55684
NH,New Hampshire,2015,Historical,0.068128466,d5,135834.8524,3128874907,23034.40428
NH,New Hampshire,2015,Historical,0.078990617,d6,135834.8524,3627731166,26706.92463
NH,New Hampshire,2015,Historical,0.092929184,d7,135834.8524,4267875221,31419.5889
NH,New Hampshire,2015,Historical,0.112868598,d8,135834.8524,5183614791,38161.15451
NH,New Hampshire,2015,Historical,0.148626323,d9,135834.8524,6825827731,50250.93052
NH,New Hampshire,2015,Historical,0.325407251,d10,135834.8524,14944686735,110021.0032
NJ,New Jersey,2015,Historical,0.035204264,d2,877610.2655,11794506407,13439.34417
NJ,New Jersey,2015,Historical,0.044592474,d3,877610.2655,14939844227,17023.32438
NJ,New Jersey,2015,Historical,0.053713459,d4,877610.2655,17995653490,20505.29056
NJ,New Jersey,2015,Historical,0.063512674,d5,877610.2655,21278690570,24246.17328
NJ,New Jersey,2015,Historical,0.07505278,d6,877610.2655,25144979442,28651.6469
NJ,New Jersey,2015,Historical,0.090120168,d7,877610.2655,30193015791,34403.67208
NJ,New Jersey,2015,Historical,0.112007675,d8,877610.2655,37526000839,42759.30024
NJ,New Jersey,2015,Historical,0.151676425,d9,877610.2655,50816246760,57902.97671
NJ,New Jersey,2015,Historical,0.35390003,d10,877610.2655,1.19E+11,135102.5065
NM,New Mexico,2015,Historical,0.03502926,d2,215414.3648,2082081205,9665.470576
NM,New Mexico,2015,Historical,0.044409111,d3,215414.3648,2639604015,12253.61186
NM,New Mexico,2015,Historical,0.053533148,d4,215414.3648,3181921665,14771.1675
NM,New Mexico,2015,Historical,0.063344054,d5,215414.3648,3765065671,17478.2479
NM,New Mexico,2015,Historical,0.074905348,d6,215414.3648,4452249840,20668.30521
NM,New Mexico,2015,Historical,0.090009969,d7,215414.3648,5350043499,24836.05725
NM,New Mexico,2015,Historical,0.111964094,d8,215414.3648,6654960332,30893.76299
NM,New Mexico,2015,Historical,0.151772922,d9,215414.3648,9021131144,41878.03887
NM,New Mexico,2015,Historical,0.354955572,d10,215414.3648,21097971386,97941.33924
HI,Hawaii,2015,Historical,0.025866643,d1,141987.3691,1262519143,8891.770808
NV,Nevada,2015,Historical,0.038483041,d2,288496.3477,3317889062,11500.62761
NV,Nevada,2015,Historical,0.047990643,d3,288496.3477,4137605172,14341.96726
NV,Nevada,2015,Historical,0.057017996,d4,288496.3477,4915915695,17039.78485
NV,Nevada,2015,Historical,0.066560266,d5,288496.3477,5738620773,19891.485
NV,Nevada,2015,Historical,0.077665461,d6,288496.3477,6696076423,23210.2641
NV,Nevada,2015,Historical,0.092001765,d7,288496.3477,7932108321,27494.65768
NV,Nevada,2015,Historical,0.112619191,d8,288496.3477,9709679179,33656.1598
NV,Nevada,2015,Historical,0.149715607,d9,288496.3477,12908017712,44742.39558
NV,Nevada,2015,Historical,0.335035468,d10,288496.3477,28885724352,100125.0955
NY,New York,2015,Historical,0.031578651,d2,1953853.234,27267259059,13955.6332
NY,New York,2015,Historical,0.040810895,d3,1953853.234,35239036855,18035.66217
NY,New York,2015,Historical,0.050011965,d4,1953853.234,43183896795,22101.91433
NY,New York,2015,Historical,0.060070934,d5,1953853.234,51869527907,26547.29997
NY,New York,2015,Historical,0.072067553,d6,1953853.234,62228264197,31848.99618
NY,New York,2015,Historical,0.087921805,d7,1953853.234,75917955897,38855.50591
NY,New York,2015,Historical,0.111199628,d8,1953853.234,96017688152,49142.73317
NY,New York,2015,Historical,0.15374632,d9,1953853.234,1.33E+11,67945.5005
NY,New York,2015,Historical,0.375346399,d10,1953853.234,3.24E+11,165877.7845
OH,Ohio,2015,Historical,0.03683089,d2,1173309.271,13627147449,11614.28431
OH,Ohio,2015,Historical,0.046282286,d3,1173309.271,17124091641,14594.69559
OH,Ohio,2015,Historical,0.055360692,d4,1173309.271,20483032388,17457.48789
OH,Ohio,2015,Historical,0.06503646,d5,1173309.271,24062992503,20508.65284
OH,Ohio,2015,Historical,0.076364834,d6,1173309.271,28254404192,24080.95197
OH,Ohio,2015,Historical,0.091073085,d7,1173309.271,33696344506,28719.0644
OH,Ohio,2015,Historical,0.112332826,d8,1173309.271,41562285984,35423.12928
OH,Ohio,2015,Historical,0.15071989,d9,1173309.271,55765205904,47528.13883
OH,Ohio,2015,Historical,0.344444356,d10,1173309.271,1.27E+11,108617.3774
IA,Iowa,2015,Historical,0.025522285,d1,316600.3409,2764551953,8731.992976
