"state","age","female","urban","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"WA",5,1,1,42900,42786.1311012179,44789.4724411913,44745.0636711113,45402.3528923133,43519.7064910616,44020.6290174771,43754.2429955949,43903.5649443404,43770.0393807346,44199.9244886165,43989.5764937666,43170.4583681634,43442.5175779247,43680.3408107774,43884.4870114786,44068.0772840763,44251.3830437598,44441.702445061,44644.3248599083,44871.2279519036,45123.6112635069,45353.9442126366,45588.455551331,45815.8922986151,46039.4428340199,46259.301555227,46426.2640928948,46584.5033369277,46731.887853285,46866.3613831579,46987.3006450887,47091.3559743988,47183.1792402253,47260.0153482293,47338.3234666104,47421.0031132705,47502.8980113994,47591.2991463896,47688.4264753235,47797.8344045475,47917.1910371939,47952.8766919323,48005.0232617255,48069.1324933081,48140.6668466698,48215.320960687,48314.5046908881,48418.5201013332,48520.2242764272,48619.0634692333,48715.3789122494,48807.0571008224,48891.5348782886,48969.2375287914,49041.1327254561,49106.2604136202,49164.8912116264,49218.4813868588,49268.0726235882,49313.7316782613,49355.520253512,49394.0901762977,49430.5436673876,49465.3167764107,49498.878536874,49532.0809381544,49565.3588923111,49599.368663362,49634.4099967758,49670.4776254252,49707.0298498787,49743.9740216474,49781.0479166314,49817.6688400453,49853.4694268189,49887.9853757692,49920.8129957263,49951.6359465585,49980.1862201453,50006.2289670823,50029.7066710037,50050.571864223,50068.6054753326,50083.8420935068,50096.4985203761,50106.7046323874,50114.5614592845,50120.4915672712,50124.8541110292,50127.8371844036
"WA",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",6,1,1,41880,43168.1449696485,43069.0596992816,45047.0818518284,45001.7521583059,45618.3461016522,43727.2332835389,44244.3003379341,43976.1732515479,44125.3477624518,43991.2891115519,44422.3081829087,44212.1552911828,43391.9463204666,43665.8474139934,43905.61281506,44111.9058547879,44297.5351690192,44482.5283110125,44674.2781618593,44878.0817348456,45105.9955365384,45359.03452818,45589.477851219,45823.9045334623,46050.9920881771,46273.8739175606,46492.0358172314,46657.2952694659,46813.8323618132,46959.4984144088,47092.3852727943,47211.5726314424,47313.8684315144,47404.0877493426,47479.7362803433,47556.9896320536,47638.2729882101,47718.9870557196,47806.414959798,47902.7184686945,48011.3544417627,48129.8315700933,48164.5739100688,48215.6965644915,48278.731034461,48349.1924656547,48423.4682934011,48522.2258685209,48625.7169429285,48726.8865832363,48825.1477114074,48920.8048255904,49011.7859321922,49095.5546734576,49172.5351022785,49243.6994493597,49308.1212972036,49366.0813609773,49419.0306894812,49468.0173930195,49513.1178036441,49554.4054812452,49592.521763995,49628.5599052844,49662.9556251695,49696.1784191692,49729.0710264368,49762.0665266138,49795.8120939382,49830.6009903143,49866.4204987705,49902.730083955,49939.4292382025,49976.2504997215,50012.6099498544,50048.1382001339,50082.3728292509,50114.9108250224,50145.437401719,50173.6850327116,50199.4260317291,50222.5985790245,50243.161410537,50260.8973876535,50275.8472358583,50288.221808893,50298.1231494275,50305.6886877604,50311.3417662681,50315.4404853177
"WA",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",7,1,1,42210,42163.3307209886,43430.4793617113,43345.8824582355,45299.0542089194,45252.8672425816,45829.2875945685,43934.5609850955,44467.4342437672,44197.6822186537,44346.7848510452,44212.2682428393,44644.392666631,44434.4866528544,43613.2584575003,43889.0188868052,44130.7354763034,44339.0301675373,44526.6951048516,44713.3764296889,44906.5551124061,45111.5426062916,45340.3162024722,45594.0151258653,45824.5828195832,46058.9403786887,46285.7001792937,46506.8706154192,46723.3569721014,46886.9392461232,47041.8005891992,47185.7769293064,47316.7630338809,47434.2191356987,47534.7790112457,47623.4153123193,47697.8881073486,47773.688272853,47853.5861718502,47933.125999835,48019.58070912,48115.0613372839,48222.7017855918,48340.2933959727,48374.0910652951,48424.1861788006,48486.1466299808,48556.2141314472,48630.109051175,48728.4384657457,48831.404794943,48932.0395425266,49029.721722442,49124.7205304659,49215.0091282551,49298.0697851532,49374.3313907945,49444.7692150892,49508.4884555123,49565.7805685176,49618.0914383539,49666.4735825592,49711.0186929312,49751.8039518119,49789.4664988279,49825.0886380588,49859.1057258056,49891.9855663631,49924.5682326239,49957.2767119186,49990.7553298924,50025.2888102728,50060.8575173993,50096.9193219828,50133.3704459961,50169.936173285,50206.0313870791,50241.2847020338,50275.2336895665,50307.4800602491,50337.7065254856,50365.6519620978,50391.0873228478,50413.953479961,50434.2108212163,50451.6501001119,50466.3080391018,50478.3695888797,50487.9692934568,50495.2465393834,50500.6254215289
"WA",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",8,1,1,40340,42483.1684240566,42440.5031427873,43687.0832032386,43616.6468269079,45545.4254595068,45498.4322410341,46039.7256778452,44141.6885844977,44690.0432429279,44418.7727172593,44567.8757212601,44432.9035852583,44866.1677480435,44656.5594084096,43834.3827573572,44112.0146938747,44355.5435071672,44565.8419703178,44755.5400827766,44943.9065710548,45138.5141151108,45344.5342456069,45574.170428681,45828.5334454771,46059.239320671,46293.5447587892,46518.9285120017,46738.4124262522,46953.2481778479,47115.1772670124,47268.3893149112,47410.3649488901,47539.4757275261,47655.2217466052,47754.0696717728,47841.1443586043,47914.044729269,47988.4030675737,48066.9272440461,48145.2988513704,48230.7852543561,48325.2208896507,48431.8638177762,48548.5689803845,48581.4183497517,48630.4873975327,48692.0548027108,48761.7275507364,48835.240310656,48933.1409052282,49035.5834164019,49135.6830671577,49232.786570273,49327.1321254785,49416.7302636865,49499.0871899143,49574.6352380911,49644.3513358704,49707.3724992351,49764.000758696,49815.6752206631,49863.4579060921,49907.4485941478,49947.7334070899,49984.9434660876,50020.1503091686,50053.7870030648,50086.3253327322,50118.5954541107,50151.0158497586,50184.2261081101,50218.5028774583,50253.8173388005,50289.6297078316,50325.831092238,50362.1396763116,50397.9691777199,50432.9445894171,50466.6070376679,50498.5593269473,50528.4869734461,50556.1277172019,50581.2572695419,50603.8152415794,50623.7689427693,50640.9080134323,50655.2472405843,50666.9989556139,50676.3001083993,50683.2920078368
"WA",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",9,1,1,42140,40640.3709238116,42750.2481565847,42711.6147625308,43938.0138996097,43881.4060357631,45786.2429465149,45743.0081243205,46249.6851440979,44348.6296330871,44912.1474470904,44639.4606247131,44788.5627579074,44653.200463906,45087.6372519859,44878.3759002384,44055.316131686,44334.6832478553,44580.0323179576,44792.3370471231,44984.0623191492,45174.1122623591,45369.9945850773,45577.0496896032,45807.5510730084,46062.5822448916,46293.4413167904,46526.6422187112,46750.6691280015,46968.4944071482,47181.7027494544,47342.0027067389,47493.2518176382,47633.2555260986,47760.5166448747,47874.574142435,47971.7343432531,48056.8595515726,48128.2008929254,48201.1295267392,48278.2909541712,48355.5044647152,48439.8042162014,48533.1945927642,48638.8424031417,48754.6580313843,48786.5599823144,48835.2848337037,48896.4598558294,48965.7381557406,49038.8686352509,49136.3408854869,49238.2605282217,49337.8257766962,49434.3552828662,49528.0503056563,49616.9629426696,49698.622080942,49773.4621782271,49842.4624007308,49904.7910860709,49960.759149402,50011.8037173571,50058.9897445849,50102.4298602538,50142.2172963353,50178.9772297087,50213.7688833149,50247.0281619913,50279.2241453508,50311.1821178467,50343.3144702964,50376.2563829286,50410.2743571464,50445.3341182934,50480.8964807351,50516.847493377,50552.8983980938,50588.4602712187,50623.1577531131,50656.5322506729,50688.1924154795,50717.8198332318,50745.1565870287,50769.9795552736,50792.2319163803,50811.8797592808,50828.6950744438,50842.7187894604,50854.163808289,50863.1694441373
"WA",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",10,1,1,41990,42428.187788623,40934.1744520324,43011.2990324717,42976.695116692,44183.2859208252,44140.1774731671,46026.0439745037,45986.5891668007,46459.1625425322,44555.3677477537,45133.7428321076,44859.6700769467,45008.8349291438,44873.1478485768,45308.7905702664,45099.9223165667,44275.8979938513,44557.0128989535,44804.1924256414,45018.5043559085,45212.2539662896,45403.8336720621,45600.9925414213,45809.0869154328,46040.4582014144,46296.1652086432,46526.1255678084,46758.23915147,46980.9335606488,47197.1287201695,47408.7352618035,47567.092548248,47716.4079722822,47854.471217517,47979.9112075304,48092.3047705689,48187.3948183451,48270.5957545434,48340.3950282546,48411.9081919876,48487.7243951683,48563.5696544566,48646.6894515755,48739.0414593293,48843.6975785379,48958.6278479878,48990.2668619553,49038.6517900956,49099.4391370746,49168.3273613099,49241.0795439276,49338.1269611547,49439.5283455073,49538.5669613461,49634.5279597332,49727.5807106132,49815.8172470507,49896.7878345876,49970.9295114223,50039.2236346014,50100.8678203033,50156.1863514265,50206.6082441051,50253.2058875658,50296.1030773439,50335.400016338,50371.7142506628,50406.0979204432,50438.9833371049,50470.8414959873,50502.4913858492,50534.3397329968,50567.0151360305,50600.7775043943,50635.5856894338,50670.9010511088,50706.6046395189,50742.3993681993,50777.6968242366,50812.1181999298,50845.2098441904,50876.5797011898,50905.9106831714,50932.9457559243,50957.4676689972,50979.4152999474,50998.7361190344,51015.2309341481,51028.9423341896,51040.0837841265
"WA",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",11,1,1,42710,42201.6337717073,42632.856693068,41143.6449115004,43196.5906517501,43165.2130773293,44358.9628138839,44327.7288462337,46200.6618850193,46162.5693841266,46610.2946509206,44703.7986280349,45292.7106720124,45017.1452360489,45166.0172998935,45029.6382152285,45465.9101566327,45256.8290988337,44431.527253959,44713.6940974269,44961.9630703948,45177.5017674664,45372.4375257358,45564.9341317221,45762.8061404315,45971.4525441021,46203.2538139662,46458.6254543171,46687.8731353048,46919.1179171467,47140.7717633363,47355.7303054176,47565.8942973447,47722.7848383507,47870.6460166611,48007.261993025,48131.3313469259,48242.2100208715,48335.7943679094,48417.601206279,48486.282430175,48556.7691040273,48631.4877387753,48706.3874760006,48788.7050402358,48880.3514238412,48984.3433959023,49099.1001329684,49130.5075781147,49178.6141149193,49239.0911178352,49307.6685793138,49380.1202575085,49476.8400341973,49577.8536898099,49676.4993514563,49772.0390750981,49864.6158818136,49952.3494524729,50032.8064211264,50106.4268467043,50174.1914250683,50235.3236746525,50290.1517089134,50340.1023046215,50386.252874686,50428.7360673038,50467.6552479193,50503.6275890737,50537.6948492847,50570.2909407284,50601.8871538655,50633.2985969035,50664.9258925869,50697.396234495,50730.9631790773,50765.5804006481,50800.7094663172,50836.2256401616,50871.8286746728,50906.9275455077,50941.1453502752,50974.0258390821,51005.180601829,51034.2901988182,51061.1029826069,51085.3984722597,51107.0916942173,51126.159786336,51142.4062647833,51155.874983533
"WA",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",12,1,1,41710,42907.7332520485,42409.253791708,42833.5628152607,41349.1035339068,43378.1510719994,43349.9825983584,44533.7173880857,44514.1898588802,46374.4070726967,46337.6814068328,46760.8395012768,44851.7532478872,45451.0325775029,45174.0282207769,45322.6411253449,45185.6056938815,45622.4340108968,45413.1689029102,44586.6369787805,44869.860199825,45119.2239185419,45335.9014442725,45532.0227191272,45725.4379291713,45924.026278368,46133.2310592233,46364.8390277807,46619.8799751019,46848.4284387164,47078.8179375656,47299.4470116638,47512.9892585865,47721.7285040367,47877.1711605765,48023.5980531738,48158.7877279668,48281.2675217696,48390.6502779156,48482.7489953003,48563.1785934203,48630.7578467199,48700.1025663129,48773.7362256495,48847.7044630217,48929.2280797941,49020.1793466528,49123.9152425951,49238.5050057391,49269.688334594,49317.5245612674,49377.6995574281,49445.9730711686,49518.1300797551,49614.5317981506,49715.164449821,49813.4255685228,49908.5535439422,50000.6639957337,50087.9045641083,50167.8581359637,50240.9657734921,50308.2130563203,50368.8419011251,50423.1894946901,50472.6787077047,50518.3918925171,50560.46827852,50599.0203625124,50634.6574785881,50668.4164376202,50700.7310150162,50732.0731685203,50763.2515060603,50794.664608926,50826.9365490689,50860.3145909194,50894.7472947141,50929.6945015102,50965.0293913054,51000.4449657149,51035.3532168045,51069.37148682,51102.0469567678,51132.9908647414,51161.8870822395,51188.4799912141,51212.523789314,51233.9646844536,51252.7821448475,51268.7823652024
"WA",12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WA",13,1,1,42070,41914.048089975,43101.2472851607,42612.6072691234,43030.0312735608,41550.2862302761,43555.7015223082,43533.3914418821,44707.2618861768,44699.2807142794,46546.9843495115,46511.6333608323,46910.4664019374,44998.9503537331,45608.4319147543,45330.0483689992,45478.4337711411,45340.6957809575,45778.0949866777,45568.6808709298,44740.9705283022,45025.2576128744,45275.6329775661,45493.4539453221,45690.7625456407,45885.1005725364,46084.4131482472,46293.5549305752,46524.9754477604,46779.6963747992,47007.5600315055,47237.1103422629,47456.536232123,47668.6841469331,47876.0197479877,48030.036950178,48175.0531299816,48308.6032101348,48429.5181926899,48537.4283339337,48628.0635872492,48707.1409989117,48773.50840118,48841.7281692912,48914.2980647863,48987.3497749735,49068.0964268157,49158.7654610377,49262.2580465396,49376.692106343,49407.6637561004,49455.242689702,49515.1272427335,49583.1072399282,49654.9839735671,49751.0778897439,49851.3424505503,49949.2328450348,50043.9625775554,50135.620905114,50222.3830985096,50301.8458341787,50374.4577210378,50441.2006366016,50501.3408766576,50555.2226683175,50604.2650124623,50649.5524438853,50691.2379080858,50729.4341005976,50764.7488010259,50798.2120021895,50830.2577998257,50861.3555501764,50892.3121405257,50923.5222082033,50955.6067019399,50988.8066495563,51023.063220223,51057.8388366293,51093.000296506,51128.2406514996,51162.9658284702,51196.7944976226,51229.272552049,51260.0176378636,51288.7058279679,51315.0498928024,51338.8440105568,51360.0346307002,51378.6035247402
"WA",13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
