GISJOIN,STATEFP20
G53000500117011032,53
G53000500117011033,53
G53000500117011034,53
G53000500117011035,53
G53000500117011036,53
G53000500117011037,53
G53000500117011038,53
G53000500117011039,53
G53000500117011040,53
G53000500117011041,53
G53000500117011042,53
G53000500117011043,53
G53000500117011044,53
G53000500117011045,53
G53000500117011046,53
G53000500117011047,53
G53000500117011048,53
G53000500117011049,53
G53000500117011050,53
G53000500117011051,53
G53000500117011052,53
G53000500117011053,53
G53000500117011054,53
G53000500117011055,53
G53000500117011056,53
G53000500117011057,53
G53000500117011058,53
G53000500117011059,53
G53000500117011060,53
G53000500117011061,53
G53000500117011062,53
G53000500117011063,53
G53000500117011064,53
G53000500117011065,53
G53000500117011066,53
G53000500117011067,53
G53000500117011068,53
G53000500117011069,53
G53000500117011070,53
G53000500117011071,53
G53000500117011072,53
G53000500117011073,53
G53000500117011074,53
G53000500117011075,53
G53000500117011076,53
G53000500117011077,53
G53000500117011078,53
G53000500117011079,53
G53000500117011080,53
G53000500117011081,53
G53000500117011082,53
G53000500117011083,53
G53000500117011084,53
G53000500117011085,53
G53000500117011086,53
G53000500117011087,53
G53000500117011088,53
G53000500117011089,53
G53000500117011090,53
G53000500117011091,53
G53000500117011092,53
G53000500117011093,53
G53000500117011094,53
G53000500117011095,53
G53000500117011096,53
G53000500117011097,53
G53000500117011098,53
G53000500117011099,53
G53000500117011100,53
G53000500117011101,53
G53000500117011102,53
G53000500117011103,53
G53000500117011104,53
G53000500117011105,53
G53000500117011106,53
G53000500117011107,53
G53000500117011108,53
G53000500117011109,53
G53000500117011110,53
G53000500117011111,53
G53000500117011112,53
G53000500117011113,53
G53000500117011114,53
G53000500117011115,53
G53000500117021000,53
G53000500117021001,53
G53000500117021002,53
G53000500117021003,53
G53000500117021004,53
G53000500117021005,53
G53000500117021006,53
G53000500117021007,53
G53000500117021008,53
G53000500117021009,53
G53000500117021010,53
G53000500117021011,53
G53000500117021012,53
G53000500117021013,53
G53000500117021014,53
G53000500117021015,53
G53000500117021016,53
G53000500117021017,53
G53000500117021018,53
G53000500117021019,53
G53000500117021020,53
G53000500117021021,53
G53000500117021022,53
G53000500117021023,53
G53000500117021024,53
G53000500117021025,53
G53000500117021026,53
G53000500117022000,53
G53000500117022001,53
G53000500117022002,53
G53000500117022003,53
G53000500117022004,53
G53000500117022005,53
G53000500117022006,53
G53000500117022007,53
G53000500117022008,53
G53000500117022009,53
G53000500117022010,53
G53000500117022011,53
G53000500117022012,53
G53000500117022013,53
G53000500117022014,53
G53000500117022015,53
G53000500117022016,53
G53000500117022017,53
G53000500117022018,53
G53000500117022019,53
G53000500117022020,53
G53000500117022021,53
G53000500117022022,53
G53000500117022023,53
G53000500117022024,53
G53000500117022025,53
G53000500117022026,53
G53000500117022027,53
G53000500117022028,53
G53000500117022029,53
G53000500117022030,53
G53000500117022031,53
G53000500117022032,53
G53000500117022033,53
G53000500117022034,53
G53000500117022035,53
G53000500117022036,53
G53000500117022037,53
G53000500117022038,53
G53000500117022039,53
G53000500117022040,53
G53000500117022041,53
G53000500117022042,53
G53000500117022043,53
G53000500117023000,53
G53000500117023001,53
G53000500117023002,53
G53000500117023003,53
G53000500117023004,53
G53000500117023005,53
G53000500117023006,53
G53000500117023007,53
G53000500117023008,53
G53000500117023009,53
G53000500117023010,53
G53000500117023011,53
G53000500117023012,53
G53000500117023013,53
G53000500117023014,53
G53000500117023015,53
G53000500117023016,53
G53000500117023017,53
G53000500117023018,53
G53000500117023019,53
G53000500117023020,53
G53000500117023021,53
G53000500117023022,53
G53000500117023023,53
G53000500117023024,53
G53000500117023025,53
G53000500117023026,53
G53000500117023027,53
G53000500117023028,53
G53000500117023029,53
G53000500117023030,53
G53000500117023031,53
G53000500117023032,53
G53000500117023033,53
G53000500117023034,53
G53000500117023035,53
G53000500117023036,53
G53000500117023037,53
G53000500117024000,53
G53000500117024001,53
G53000500117024002,53
G53000500117024003,53
G53000500117024004,53
G53000500117024005,53
G53000500117024006,53
G53000500117024007,53
G53000500117024008,53
G53000500117024009,53
G53000500117024010,53
G53000500117024011,53
G53000500117024012,53
G53000500117024013,53
G53000500117024014,53
G53000500117024015,53
G53000500117024016,53
G53000500117024017,53
G53000500117024018,53
G53000500117024019,53
G53000500117024020,53
G53000500117024021,53
G53000500117024022,53
G53000500117024023,53
G53000500117024024,53
G53000500117024025,53
G53000500117024026,53
G53000500117024027,53
G53000500117024028,53
G53000500118011000,53
G53000500118011001,53
G53000500118011002,53
G53000500118011003,53
G53000500118011004,53
G53000500118011005,53
G53000500118011006,53
G53000500118011007,53
G53000500118011008,53
G53000500118011009,53
G53000500118011010,53
G53000500118011011,53
G53000500118011012,53
G53000500118011013,53
G53000500118011014,53
G53000500118011015,53
G53000500118011016,53
G53000500118011017,53
G53000500118011018,53
G53000500118011019,53
G53000500118011020,53
G53000500118011021,53
G53000500118011022,53
G53000500118011023,53
G53000500118011024,53
G53000500118011025,53
G53000500118011026,53
G53000500118011027,53
G53000500118011028,53
G53000500118011029,53
G53000500118012000,53
G53000500118012001,53
G53000500118012002,53
G53000500118012003,53
G53000500118012004,53
G53000500118012005,53
G53000500118012006,53
G53000500118012007,53
G53000500118012008,53
G53000500118012009,53
G53000500118012010,53
G53000500118012011,53
G53000500118012012,53
G53000500118012013,53
G53000500118012014,53
G53000500118012015,53
G53000500118012016,53
G53000500118012017,53
G53000500118012018,53
G53000500118012019,53
G53000500118012020,53
G53000500118012021,53
G53000500118012022,53
G53000500118012023,53
G53000500118012024,53
G53000500118012025,53
G53000500118012026,53
G53000500118012027,53
G53000500118012028,53
G53000500118012029,53
G53000500118012030,53
G53000500118012031,53
G53000500118012032,53
G53000500118012033,53
G53000500118012034,53
G53000500118012035,53
G53000500118012036,53
G53000500118012037,53
G53000500118012038,53
G53000500118012039,53
G53000500118012040,53
G53000500118012041,53
G53000500118012042,53
G53000500118012043,53
G53000500118012044,53
G53000500118012045,53
G53000500118012046,53
G53000500118012047,53
G53000500118012048,53
G53000500118012049,53
G53000500118012050,53
G53000500118012051,53
G53000500118012052,53
G53000500118012053,53
G53000500118012054,53
G53000500118012055,53
G53000500118012056,53
G53000500118012057,53
G53000500118012058,53
G53000500118012059,53
G53000500118012060,53
G53000500118012061,53
G53000500118012062,53
G53000500118012063,53
G53000500118012064,53
G53000500118012065,53
G53000500118012066,53
G53000500118012067,53
G53000500118012068,53
G53000500118013000,53
G53000500118013001,53
G53000500118013002,53
G53000500118013003,53
G53000500118013004,53
G53000500118013005,53
G53000500118013006,53
G53000500118013007,53
G53000500118013008,53
G53000500118013009,53
G53000500118013010,53
G53000500118013011,53
G53000500118013012,53
G53000500118013013,53
G53000500118013014,53
G53000500118013015,53
G53000500118013016,53
G53000500118013017,53
G53000500118013018,53
G53000500118013019,53
G53000500118013020,53
G53000500118013021,53
G53000500118013022,53
G53000500118013023,53
G53000500118013024,53
G53000500118013025,53
G53000500118013026,53
G53000500118013027,53
G53000500118013028,53
G53000500118013029,53
G53000500118013030,53
G53000500118013031,53
G53000500118013032,53
G53000500118013033,53
G53000500118013034,53
G53000500118013035,53
G53000500118013036,53
G53000500118013037,53
G53000500118013038,53
G53000500118013039,53
G53000500118013040,53
G53000500118013041,53
G53000500118013042,53
G53000500118013043,53
G53000500118013044,53
G53000500118013045,53
G53000500118013046,53
G53000500118013047,53
G53000500118013048,53
G53000500118013049,53
G53000500118013050,53
G53000500118013051,53
G53000500118013052,53
G53000500118013053,53
G53000500118013054,53
G53000500118013055,53
G53000500118013056,53
G53000500118013057,53
G53000500118013058,53
G53000500118013059,53
G53000500118013060,53
G53000500118013061,53
G53000500118013062,53
G53000500118013063,53
G53000500118013064,53
G53000500118013065,53
G53000500118013066,53
G53000500118013067,53
G53000500118013068,53
G53000500118013069,53
G53000500118013070,53
G53000500118013071,53
G53000500118013072,53
G53000500118013073,53
G53000500118013074,53
G53000500118013075,53
G53000500118013076,53
G53000500118013077,53
G53000500118013078,53
G53000500118013079,53
G53000500118013080,53
G53000500118013081,53
G53000500118013082,53
G53000500118013083,53
G53000500118013084,53
G53000500118013085,53
G53000500118013086,53
G53000500118013087,53
G53000500118013088,53
G53000500118013089,53
G53000500118013090,53
G53000500118013091,53
G53000500118013092,53
G53000500118013093,53
G53000500118013094,53
G53000500118013095,53
G53000500118013096,53
G53000500118013097,53
G53000500118013098,53
G53000500118013099,53
G53000500118013100,53
G53000500118013101,53
G53000500118013102,53
G53000500118013103,53
G53000500118013104,53
G53000500118013105,53
G53000500118013106,53
G53000500118013107,53
G53000500118013108,53
G53000500118013109,53
G53000500118013110,53
G53000500118013111,53
G53000500118013112,53
G53000500118013113,53
G53000500118021000,53
G53000500118021001,53
G53000500118021002,53
G53000500118021003,53
G53000500118021004,53
G53000500118021005,53
G53000500118021006,53
G53000500118021007,53
G53000500118021008,53
G53000500118021009,53
G53000500118021010,53
G53000500118021011,53
G53000500118021012,53
G53000500118021013,53
G53000500118021014,53
G53000500118021015,53
G53000500118021016,53
G53000500118021017,53
G53000500118021018,53
G53000500118021019,53
G53000500118021020,53
G53000500118021021,53
G53000500118021022,53
G53000500118021023,53
G53000500118021024,53
G53000500118021025,53
G53000500118021026,53
G53000500118021027,53
G53000500118021028,53
G53000500118021029,53
G53000500118021030,53
G53000500118021031,53
G53000500118021032,53
G53000500118021033,53
G53000500118021034,53
G53000500118021035,53
G53000500118021036,53
G53000500118021037,53
G53000500118021038,53
G53000500118021039,53
G53000500118021040,53
G53000500118021041,53
G53000500118021042,53
G53000500118021043,53
G53000500118021044,53
G53000500118021045,53
G53000500118021046,53
G53000500118021047,53
G53000500118021048,53
G53000500118021049,53
G53000500118021050,53
G53000500118021051,53
G53000500118021052,53
G53000500118021053,53
G53000500118021054,53
G53000500118021055,53
G53000500118021056,53
G53000500118021057,53
G53000500118021058,53
G53000500118021059,53
G53000500118021060,53
G53000500118021061,53
G53000500118021062,53
G53000500118021063,53
G53000500118021064,53
G53000500118021065,53
G53000500118021066,53
G53000500118021067,53
G53000500118021068,53
G53000500118021069,53
G53000500118021070,53
G53000500118021071,53
G53000500118021072,53
G53000500118021073,53
G53000500118021074,53
G53000500118021075,53
G53000500118021076,53
G53000500118021077,53
G53000500118021078,53
G53000500118021079,53
G53000500118021080,53
G53000500118021081,53
G53000500118021082,53
G53000500118021083,53
G53000500118021084,53
G53000500118021085,53
G53000500118021086,53
G53000500118021087,53
G53000500118021088,53
G53000500118021089,53
G53000500118021090,53
G53000500118021091,53
G53000500118021092,53
G53000500118021093,53
G53000500118021094,53
G53000500118021095,53
G53000500118021096,53
G53000500118021097,53
G53000500118021098,53
G53000500118021099,53
G53000500118021100,53
G53000500118021101,53
G53000500118021102,53
G53000500118022000,53
G53000500118022001,53
G53000500118022002,53
G53000500118022003,53
G53000500118022004,53
G53000500118022005,53
G53000500118022006,53
G53000500118022007,53
G53000500118022008,53
G53000500118022009,53
G53000500118022010,53
G53000500118022011,53
G53000500118022012,53
G53000500118022013,53
G53000500118022014,53
G53000500118022015,53
G53000500118022016,53
G53000500118022017,53
G53000500118022018,53
G53000500118022019,53
G53000500118022020,53
G53000500118023000,53
G53000500118023001,53
G53000500118023002,53
G53000500118023003,53
G53000500118023004,53
G53000500118023005,53
G53000500118023006,53
G53000500118023007,53
G53000500118023008,53
G53000500118023009,53
G53000500118023010,53
G53000500118023011,53
G53000500118023012,53
G53000500118023013,53
G53000500118023014,53
G53000500118023015,53
G53000500118023016,53
G53000500118023017,53
G53000500118023018,53
G53000500118023019,53
G53000500118023020,53
G53000500118023021,53
G53000500118023022,53
G53000500118023023,53
G53000500118023024,53
G53000500118023025,53
G53000500118023026,53
G53000500118023027,53
G53000500118023028,53
G53000500118023029,53
G53000500118023030,53
G53000500118023031,53
G53000500118023032,53
G53000500118023033,53
G53000500118023034,53
G53000500118023035,53
G53000500118023036,53
G53000500118023037,53
G53000500118023038,53
G53000500118023039,53
G53000500118023040,53
G53000500118023041,53
G53000500118023042,53
G53000500118023043,53
G53000500118023044,53
G53000500118023045,53
G53000500118023046,53
G53000500118023047,53
G53000500118023048,53
G53000500118023049,53
G53000500118023050,53
G53000500118023051,53
G53000500118023052,53
G53000500118023053,53
G53000500118023054,53
G53000500118023055,53
G53000500118023056,53
G53000500118023057,53
G53000500118023058,53
G53000500118023059,53
G53000500119001000,53
G53000500119001001,53
G53000500119001002,53
G53000500119001003,53
G53000500119001004,53
G53000500119001005,53
G53000500119001006,53
G53000500119001007,53
G53000500119001008,53
G53000500119001009,53
G53000500119001010,53
G53000500119001011,53
G53000500119001012,53
G53000500119001013,53
G53000500119001014,53
G53000500119001015,53
G53000500119001016,53
G53000500119001017,53
G53000500119001018,53
G53000500119001019,53
G53000500119001020,53
G53000500119001021,53
G53000500119001022,53
G53000500119001023,53
G53000500119001024,53
G53000500119001025,53
G53000500119001026,53
G53000500119001027,53
G53000500119001028,53
G53000500119001029,53
G53000500119001030,53
G53000500119001031,53
G53000500119001032,53
G53000500119002000,53
G53000500119002001,53
G53000500119002002,53
G53000500119002003,53
G53000500119002004,53
G53000500119002005,53
G53000500119002006,53
G53000500119002007,53
G53000500119002008,53
G53000500119002009,53
G53000500119002010,53
G53000500119002011,53
G53000500119002012,53
G53000500119002013,53
G53000500119002014,53
G53000500119002015,53
G53000500119002016,53
G53000500119002017,53
G53000500119002018,53
G53000500119002019,53
G53000500119002020,53
G53000500119002021,53
G53000500119002022,53
G53000500119002023,53
G53000500119002024,53
G53000500119003000,53
G53000500119003001,53
G53000500119003002,53
G53000500119003003,53
G53000500119003004,53
G53000500119003005,53
G53000500119003006,53
G53000500119003007,53
G53000500119003008,53
G53000500119003009,53
G53000500119003010,53
G53000500119003011,53
G53000500119003012,53
G53000500119003013,53
G53000500119003014,53
G53000500119003015,53
G53000500119003016,53
G53000500119003017,53
G53000500119003018,53
G53000500119003019,53
G53000500119003020,53
G53000500119003021,53
G53000500119003022,53
G53000500119003023,53
G53000500119003024,53
G53000500119003025,53
G53000500119003026,53
G53000500119003027,53
G53000500119003028,53
G53000500119003029,53
G53000500119003030,53
G53000500119004000,53
G53000500119004001,53
G53000500119004002,53
G53000500119004003,53
G53000500119004004,53
G53000500119004005,53
G53000500119004006,53
G53000500119004007,53
G53000500119004008,53
G53000500119004009,53
G53000500119004010,53
G53000500119004011,53
G53000500119004012,53
G53000500119004013,53
G53000500119004014,53
G53000500119004015,53
G53000500119004016,53
G53000500119004017,53
G53000500119004018,53
G53000500119004019,53
G53000500119004020,53
G53000500119004021,53
G53000500119004022,53
G53000500119004023,53
G53000500119004024,53
G53000500119004025,53
G53000500119004026,53
G53000500119004027,53
G53000500119004028,53
G53000500119004029,53
G53000500119004030,53
G53000500119004031,53
G53000500119004032,53
G53000500119004033,53
G53000500119004034,53
G53000500119004035,53
G53000500119004036,53
G53000500119004037,53
G53000500119004038,53
G53000500119004039,53
G53000500119004040,53
G53000500119004041,53
G53000500119004042,53
G53000500119004043,53
G53000500119004044,53
G53000500119004045,53
G53000500119004046,53
G53000500119004047,53
G53000500119004048,53
G53000500119004049,53
G53000500119004050,53
G53000500119004051,53
G53000500119004052,53
G53000500119004053,53
G53000500119004054,53
G53000500119004055,53
G53000500119004056,53
G53000500119004057,53
G53000500119004058,53
G53000500119004059,53
G53000500119004060,53
G53000500119004061,53
G53000500119004062,53
G53000500119004063,53
G53000500119004064,53
G53000500119004065,53
G53000500119004066,53
G53000500119004067,53
G53000500119004068,53
G53000500119004069,53
G53000500119004070,53
G53000500119004071,53
G53000500119004072,53
G53000500120001000,53
G53000500120001001,53
G53000500120001002,53
G53000500120001003,53
G53000500120001004,53
G53000500120001005,53
G53000500120001006,53
G53000500120001007,53
G53000500120001008,53
G53000500120001009,53
G53000500120001010,53
G53000500120001011,53
G53000500120001012,53
G53000500120001013,53
G53000500120001014,53
G53000500120001015,53
G53000500120001016,53
G53000500120001017,53
G53000500120001018,53
G53000500120001019,53
G53000500120001020,53
G53000500120001021,53
G53000500120001022,53
G53000500120001023,53
G53000500120001024,53
G53000500120001025,53
G53000500120001026,53
G53000500120001027,53
G53000500120001028,53
G53000500120001029,53
G53000500120001030,53
G53000500120001031,53
G53000500120001032,53
G53000500120001033,53
G53000500120001034,53
G53000500120001035,53
G53000500120001036,53
G53000500120001037,53
G53000500120001038,53
G53000500120001039,53
G53000500120001040,53
G53000500120001041,53
G53000500120001042,53
G53000500120001043,53
G53000500120001044,53
G53000500120001045,53
G53000500120001046,53
G53000500120001047,53
G53000500120001048,53
G53000500120001049,53
G53000500120001050,53
G53000500120001051,53
G53000500120001052,53
G53000500120001053,53
G53000500120001054,53
G53000500120001055,53
G53000500120001056,53
G53000500120001057,53
G53000500120001058,53
G53000500120001059,53
G53000500120001060,53
G53000500120001061,53
G53000500120001062,53
G53000500120001063,53
G53000500120001064,53
G53000500120001065,53
G53000500120001066,53
G53000500120001067,53
G53000500120001068,53
G53000500120001069,53
G53000500120001070,53
G53000500120001071,53
G53000500120001072,53
G53000500120001073,53
G53000500120001074,53
G53000500120001075,53
G53000500120001076,53
G53000500120001077,53
G53000500120001078,53
G53000500120001079,53
G53000500120001080,53
G53000500120001081,53
G53000500120001082,53
G53000500120001083,53
G53000500120001084,53
G53000500120001085,53
G53000500120001086,53
G53000500120001087,53
G53000500120001088,53
G53000500120001089,53
G53000500120001090,53
G53000500120001091,53
G53000500120001092,53
G53000500120001093,53
G53000500120001094,53
G53000500120001095,53
G53000500120001096,53
G53000500120001097,53
G53000500120001098,53
G53000709601001000,53
G53000709601001001,53
G53000709601001002,53
G53000709601001003,53
G53000709601001004,53
G53000709601001005,53
G53000709601001006,53
G53000709601001007,53
G53000709601001008,53
G53000709601001009,53
G53000709601001010,53
G53000709601001011,53
G53000709601001012,53
G53000709601001013,53
G53000709601001014,53
G53000709601001015,53
G53000709601001016,53
G53000709601001017,53
G53000709601001018,53
G53000709601001019,53
G53000709601001020,53
G53000709601001021,53
G53000709601001022,53
G53000709601001023,53
G53000709601001024,53
G53000709601001025,53
G53000709601001026,53
G53000709601001027,53
G53000709601001028,53
G53000709601001029,53
G53000709601001030,53
G53000709601001031,53
G53000709601001032,53
G53000709601001033,53
G53000709601001034,53
G53000709601001035,53
G53000709601001036,53
G53000709601001037,53
G53000709601001038,53
G53000709601001039,53
G53000709601001040,53
G53000709601001041,53
G53000709601001042,53
G53000709601001043,53
G53000709601001044,53
G53000709601001045,53
G53000709601001046,53
G53000709601001047,53
G53000709601001048,53
G53000709601001049,53
G53000709601001050,53
G53000709601001051,53
G53000709601001052,53
G53000709601001053,53
G53000709601001054,53
G53000709601002000,53
G53000709601002001,53
G53000709601002002,53
G53000709601002003,53
G53000709601002004,53
G53000709601002005,53
G53000709601002006,53
G53000709601002007,53
G53000709601002008,53
G53000709601002009,53
G53000709601002010,53
G53000709601002011,53
G53000709601002012,53
G53000709601002013,53
G53000709601002014,53
G53000709601002015,53
G53000709601002016,53
G53000709601002017,53
G53000709601002018,53
G53000709601002019,53
G53000709601002020,53
G53000709601002021,53
G53000709601002022,53
G53000709601002023,53
G53000709601002024,53
G53000709601002025,53
G53000709601002026,53
G53000709601002027,53
G53000709601002028,53
G53000709601002029,53
G53000709601002030,53
G53000709601002031,53
G53000709601002032,53
G53000709601002033,53
G53000709601002034,53
G53000709601002035,53
G53000709601002036,53
G53000709601002037,53
G53000709601002038,53
G53000709601002039,53
G53000709601002040,53
G53000709601002041,53
G53000709601002042,53
G53000709601002043,53
G53000709601002044,53
G53000709601002045,53
G53000709601002046,53
G53000709601002047,53
G53000709601002048,53
G53000709601002049,53
G53000709601002050,53
G53000709601002051,53
G53000709601002052,53
G53000709601002053,53
G53000709601002054,53
G53000709601002055,53
G53000709601002056,53
G53000709601002057,53
G53000709601002058,53
G53000709601002059,53
G53000709601002060,53
G53000709601002061,53
G53000709601002062,53
G53000709601002063,53
G53000709601002064,53
G53000709601002065,53
G53000709601002066,53
G53000709601002067,53
G53000709601002068,53
G53000709601002069,53
G53000709601002070,53
G53000709601002071,53
G53000709601002072,53
G53000709601002073,53
G53000709601002074,53
G53000709601002075,53
G53000709601002076,53
G53000709601002077,53
G53000709601002078,53
G53000709601002079,53
G53000709601002080,53
G53000709601002081,53
G53000709601002082,53
G53000709601002083,53
G53000709601002084,53
G53000709601002085,53
G53000709601002086,53
G53000709601002087,53
G53000709601002088,53
G53000709601002089,53
G53000709601002090,53
G53000709601002091,53
G53000709601002092,53
G53000709601002093,53
G53000709601002094,53
G53000709601002095,53
G53000709601002096,53
G53000709601002097,53
G53000709601002098,53
G53000709601002099,53
G53000709601002100,53
G53000709601002101,53
G53000709601002102,53
G53000709601002103,53
G53000709601002104,53
G53000709601002105,53
G53000709601002106,53
G53000709601002107,53
G53000709601002108,53
G53000709601002109,53
G53000709601002110,53
G53000709601002111,53
G53000709601002112,53
G53000709601002113,53
G53000709601002114,53
G53000709601002115,53
G53000709601002116,53
G53000709601002117,53
G53000709601002118,53
G53000709601002119,53
G53000709601002120,53
G53000709601002121,53
G53000709601002122,53
G53000709601002123,53
G53000709601002124,53
G53000709601002125,53
G53000709601002126,53
G53000709601002127,53
G53000709601002128,53
G53000709601002129,53
G53000709601002130,53
G53000709601002131,53
G53000709601002132,53
G53000709601002133,53
G53000709601002134,53
G53000709601002135,53
G53000709601002136,53
G53000709601002137,53
G53000709601002138,53
G53000709601002139,53
G53000709601002140,53
G53000709601002141,53
G53000709601002142,53
G53000709601002143,53
G53000709601002144,53
G53000709601002145,53
G53000709601002146,53
G53000709601002147,53
G53000709601002148,53
G53000709601002149,53
G53000709601002150,53
G53000709601002151,53
G53000709601002152,53
G53000709601002153,53
G53000709601002154,53
G53000709601002155,53
G53000709601002156,53
G53000709601002157,53
G53000709601002158,53
G53000709601002159,53
G53000709601002160,53
G53000709601002161,53
G53000709601002162,53
G53000709601002163,53
G53000709601002164,53
G53000709601002165,53
G53000709601002166,53
G53000709601002167,53
G53000709601002168,53
G53000709601002169,53
G53000709601002170,53
G53000709601002171,53
G53000709601002172,53
G53000709601002173,53
G53000709601002174,53
G53000709601002175,53
G53000709601002176,53
G53000709601002177,53
G53000709601002178,53
G53000709601002179,53
G53000709601002180,53
G53000709601002181,53
G53000709601002182,53
G53000709601002183,53
G53000709601002184,53
G53000709601002185,53
G53000709601002186,53
G53000709601002187,53
G53000709601002188,53
G53000709601002189,53
G53000709601002190,53
G53000709601002191,53
G53000709601002192,53
G53000709601002193,53
G53000709601002194,53
G53000709601002195,53
G53000709602011000,53
G53000709602011001,53
G53000709602011002,53
G53000709602011003,53
G53000709602011004,53
G53000709602011005,53
G53000709602011006,53
G53000709602011007,53
G53000709602011008,53
G53000709602011009,53
G53000709602011010,53
G53000709602011011,53
G53000709602011012,53
G53000709602011013,53
G53000709602011014,53
G53000709602011015,53
G53000709602011016,53
G53000709602011017,53
G53000709602011018,53
G53000709602011019,53
G53000709602011020,53
G53000709602011021,53
G53000709602011022,53
G53000709602011023,53
G53000709602011024,53
G53000709602011025,53
G53000709602011026,53
G53000709602011027,53
G53000709602011028,53
G53000709602011029,53
G53000709602011030,53
G53000709602011031,53
G53000709602011032,53
G53000709602012000,53
G53000709602012001,53
G53000709602012002,53
G53000709602012003,53
G53000709602012004,53
G53000709602012005,53
G53000709602012006,53
G53000709602012007,53
G53000709602012008,53
G53000709602012009,53
G53000709602012010,53
G53000709602012011,53
G53000709602012012,53
G53000709602012013,53
G53000709602012014,53
G53000709602012015,53
G53000709602012016,53
G53000709602012017,53
G53000709602012018,53
G53000709602012019,53
G53000709602012020,53
G53000709602012021,53
G53000709602012022,53
G53000709602012023,53
G53000709602012024,53
G53000709602012025,53
G53000709602012026,53
G53000709602012027,53
G53000709602012028,53
G53000709602012029,53
G53000709602012030,53
G53000709602012031,53
G53000709602012032,53
G53000709602012033,53
G53000709602013000,53
G53000709602013001,53
G53000709602013002,53
G53000709602013003,53
G53000709602013004,53
G53000709602013005,53
G53000709602013006,53
G53000709602013007,53
G53000709602013008,53
G53000709602013009,53
G53000709602013010,53
G53000709602013011,53
G53000709602013012,53
G53000709602013013,53
G53000709602013014,53
G53000709602013015,53
G53000709602013016,53
G53000709602013017,53
G53000709602013018,53
G53000709602013019,53
G53000709602013020,53
G53000709602013021,53
G53000709602013022,53
G53000709602013023,53
G53000709602013024,53
G53000709602013025,53
G53000709602013026,53
G53000709602013027,53
G53000709602013028,53
G53000709602013029,53
G53000709602013030,53
G53000709602013031,53
G53000709602013032,53
G53000709602013033,53
G53000709602013034,53
G53000709602013035,53
G53000709602014000,53
G53000709602014001,53
G53000709602014002,53
G53000709602014003,53
G53000709602014004,53
G53000709602014005,53
G53000709602014006,53
G53000709602014007,53
G53000709602014008,53
G53000709602014009,53
G53000709602014010,53
G53000709602014011,53
G53000709602014012,53
G53000709602014013,53
G53000709602014014,53
G53000709602014015,53
G53000709602014016,53
G53000709602014017,53
G53000709602014018,53
G53000709602014019,53
G53000709602014020,53
G53000709602014021,53
G53000709602014022,53
G53000709602014023,53
G53000709602014024,53
G53000709602014025,53
G53000709602014026,53
G53000709602014027,53
G53000709602014028,53
G53000709602014029,53
G53000709602014030,53
G53000709602014031,53
G53000709602014032,53
G53000709602014033,53
G53000709602014034,53
G53000709602014035,53
G53000709602014036,53
G53000709602014037,53
G53000709602014038,53
G53000709602014039,53
G53000709602014040,53
G53000709602014041,53
G53000709602014042,53
G53000709602014043,53
G53000709602021000,53
G53000709602021001,53
G53000709602021002,53
G53000709602021003,53
G53000709602021004,53
G53000709602021005,53
G53000709602021006,53
G53000709602021007,53
G53000709602021008,53
G53000709602021009,53
G53000709602021010,53
G53000709602021011,53
G53000709602021012,53
G53000709602021013,53
G53000709602021014,53
G53000709602021015,53
G53000709602021016,53
G53000709602021017,53
G53000709602021018,53
G53000709602021019,53
G53000709602021020,53
G53000709602021021,53
G53000709602021022,53
G53000709602021023,53
G53000709602021024,53
G53000709602021025,53
G53000709602021026,53
G53000709602021027,53
G53000709602021028,53
G53000709602021029,53
G53000709602021030,53
G53000709602021031,53
G53000709602021032,53
G53000709602021033,53
G53000709602021034,53
G53000709602021035,53
G53000709602021036,53
G53000709602021037,53
G53000709602021038,53
G53000709602021039,53
G53000709602021040,53
G53000709602021041,53
G53000709602021042,53
G53000709602021043,53
G53000709602021044,53
G53000709602021045,53
G53000709602021046,53
G53000709602021047,53
G53000709602021048,53
G53000709602021049,53
G53000709602021050,53
G53000709602021051,53
G53000709602021052,53
G53000709602021053,53
G53000709602021054,53
G53000709602021055,53
G53000709602021056,53
G53000709602022000,53
G53000709602022001,53
G53000709602022002,53
G53000709602022003,53
G53000709602022004,53
G53000709602022005,53
G53000709602022006,53
G53000709602022007,53
G53000709602022008,53
G53000709602022009,53
G53000709602022010,53
G53000709602022011,53
G53000709602022012,53
G53000709602022013,53
G53000709602022014,53
G53000709602022015,53
G53000709602022016,53
G53000709602022017,53
G53000709602022018,53
G53000709602022019,53
G53000709602022020,53
G53000709602022021,53
G53000709602022022,53
G53000709602022023,53
G53000709602022024,53
G53000709602022025,53
G53000709602022026,53
G53000709602022027,53
G53000709602022028,53
G53000709602022029,53
G53000709602022030,53
G53000709602022031,53
G53000709602022032,53
G53000709602022033,53
G53000709602022034,53
G53000709602022035,53
G53000709602022036,53
G53000709602022037,53
G53000709602022038,53
G53000709602022039,53
G53000709602022040,53
G53000709602022041,53
G53000709602022042,53
G53000709602022043,53
G53000709602022044,53
G53000709602022045,53
G53000709602022046,53
G53000709602022047,53
G53000709602022048,53
G53000709602022049,53
G53000709602022050,53
G53000709602022051,53
G53000709602022052,53
G53000709602022053,53
G53000709602022054,53
G53000709602022055,53
G53000709602022056,53
G53000709602022057,53
G53000709602022058,53
G53000709602022059,53
G53000709602022060,53
G53000709602022061,53
G53000709602022062,53
