GISJOIN,STATEFP20
G53005300729032088,53
G53005300729032089,53
G53005300729032090,53
G53005300729032091,53
G53005300729032092,53
G53005300729032093,53
G53005300729032094,53
G53005300729032095,53
G53005300729032096,53
G53005300729032097,53
G53005300729032098,53
G53005300729032099,53
G53005300729032100,53
G53005300729032101,53
G53005300729032102,53
G53005300729032103,53
G53005300729032104,53
G53005300729032105,53
G53005300729032106,53
G53005300729032107,53
G53005300729032108,53
G53005300729032109,53
G53005300729032110,53
G53005300729032111,53
G53005300729032112,53
G53005300729032113,53
G53005300729032114,53
G53005300729032115,53
G53005300729032116,53
G53005300729032117,53
G53005300729032118,53
G53005300729032119,53
G53005300729032120,53
G53005300729032121,53
G53005300729032122,53
G53005300729032123,53
G53005300729032124,53
G53005300729032125,53
G53005300729032126,53
G53005300729032127,53
G53005300729032128,53
G53005300729032129,53
G53005300729032130,53
G53005300729032131,53
G53005300729032132,53
G53005300729032133,53
G53005300729032134,53
G53005300729032135,53
G53005300729032136,53
G53005300729032137,53
G53005300729032138,53
G53005300729032139,53
G53005300729071000,53
G53005300729071001,53
G53005300729071002,53
G53005300729071003,53
G53005300729071004,53
G53005300729071005,53
G53005300729071006,53
G53005300729071007,53
G53005300729071008,53
G53005300729071009,53
G53005300729071010,53
G53005300729071011,53
G53005300729071012,53
G53005300729071013,53
G53005300729071014,53
G53005300729071015,53
G53005300729071016,53
G53005300729071017,53
G53005300729071018,53
G53005300729071019,53
G53005300729071020,53
G53005300729071021,53
G53005300729071022,53
G53005300729071023,53
G53005300729071024,53
G53005300729071025,53
G53005300729071026,53
G53005300729071027,53
G53005300729071028,53
G53005300729071029,53
G53005300729071030,53
G53005300729071031,53
G53005300729071032,53
G53005300729071033,53
G53005300729071034,53
G53005300729071035,53
G53005300729071036,53
G53005300729071037,53
G53005300729071038,53
G53005300729071039,53
G53005300729071040,53
G53005300729071041,53
G53005300729071042,53
G53005300729071043,53
G53005300729071044,53
G53005300729071045,53
G53005300729071046,53
G53005300729071047,53
G53005300729071048,53
G53005300729071049,53
G53005300729071050,53
G53005300729071051,53
G53005300729071052,53
G53005300729071053,53
G53005300729071054,53
G53005300729071055,53
G53005300729071056,53
G53005300729071057,53
G53005300729071058,53
G53005300729071059,53
G53005300729071060,53
G53005300729071061,53
G53005300729071062,53
G53005300729071063,53
G53005300729071064,53
G53005300729071065,53
G53005300729071066,53
G53005300729071067,53
G53005300729071068,53
G53005300729071069,53
G53005300729071070,53
G53005300729071071,53
G53005300729072000,53
G53005300729072001,53
G53005300729072002,53
G53005300729072003,53
G53005300729072004,53
G53005300729072005,53
G53005300729072006,53
G53005300729072007,53
G53005300729072008,53
G53005300729072009,53
G53005300729072010,53
G53005300729072011,53
G53005300729072012,53
G53005300729072013,53
G53005300729072014,53
G53005300729072015,53
G53005300729072016,53
G53005300729072017,53
G53005300729072018,53
G53005300729072019,53
G53005300729072020,53
G53005300729072021,53
G53005300729073000,53
G53005300729073001,53
G53005300729073002,53
G53005300729073003,53
G53005300729073004,53
G53005300729073005,53
G53005300729073006,53
G53005300729073007,53
G53005300729073008,53
G53005300729073009,53
G53005300729073010,53
G53005300729073011,53
G53005300729073012,53
G53005300729073013,53
G53005300729073014,53
G53005300729073015,53
G53005300729073016,53
G53005300729073017,53
G53005300729073018,53
G53005300729073019,53
G53005300729073020,53
G53005300729081000,53
G53005300729081001,53
G53005300729081002,53
G53005300729081003,53
G53005300729081004,53
G53005300729081005,53
G53005300729081006,53
G53005300729081007,53
G53005300729081008,53
G53005300729081009,53
G53005300729081010,53
G53005300729081011,53
G53005300729081012,53
G53005300729081013,53
G53005300729081014,53
G53005300729081015,53
G53005300729081016,53
G53005300729081017,53
G53005300729081018,53
G53005300729081019,53
G53005300729081020,53
G53005300729081021,53
G53005300729081022,53
G53005300729081023,53
G53005300729081024,53
G53005300729081025,53
G53005300729081026,53
G53005300729081027,53
G53005300729081028,53
G53005300729081029,53
G53005300729081030,53
G53005300729081031,53
G53005300729082000,53
G53005300729082001,53
G53005300729082002,53
G53005300729082003,53
G53005300729082004,53
G53005300729082005,53
G53005300729082006,53
G53005300729082007,53
G53005300729082008,53
G53005300729082009,53
G53005300729082010,53
G53005300729082011,53
G53005300729082012,53
G53005300729082013,53
G53005300729082014,53
G53005300729082015,53
G53005300729082016,53
G53005300729082017,53
G53005300729083000,53
G53005300729083001,53
G53005300729083002,53
G53005300729083003,53
G53005300729083004,53
G53005300729083005,53
G53005300729083006,53
G53005300729083007,53
G53005300729083008,53
G53005300729083009,53
G53005300729083010,53
G53005300729083011,53
G53005300729083012,53
G53005300729083013,53
G53005300729083014,53
G53005300729083015,53
G53005300729083016,53
G53005300729083017,53
G53005300729083018,53
G53005300729083019,53
G53005300729083020,53
G53005300729083021,53
G53005300729083022,53
G53005300729083023,53
G53005300729083024,53
G53005300729083025,53
G53005300729083026,53
G53005300729083027,53
G53005300729083028,53
G53005300729083029,53
G53005300729083030,53
G53005300729083031,53
G53005300729083032,53
G53005300729083033,53
G53005300729083034,53
G53005300729083035,53
G53005300729083036,53
G53005300729083037,53
G53005300729083038,53
G53005300729083039,53
G53005300729083040,53
G53005300729083041,53
G53005300729083042,53
G53005300729083043,53
G53005300729083044,53
G53005300729083045,53
G53005300729083046,53
G53005300729083047,53
G53005300729083048,53
G53005300729083049,53
G53005300729083050,53
G53005300729083051,53
G53005300729083052,53
G53005300729083053,53
G53005300729083054,53
G53005300729083055,53
G53005300729083056,53
G53005300729083057,53
G53005300729083058,53
G53005300729083059,53
G53005300729083060,53
G53005300729083061,53
G53005300729083062,53
G53005300729083063,53
G53005300729083064,53
G53005300729083065,53
G53005300729083066,53
G53005300729083067,53
G53005300729083068,53
G53005300729083069,53
G53005300729083070,53
G53005300729083071,53
G53005300729083072,53
G53005300729083073,53
G53005300729083074,53
G53005300729083075,53
G53005300729083076,53
G53005300729083077,53
G53005300729083078,53
G53005300729083079,53
G53005300729083080,53
G53005300729083081,53
G53005300729083082,53
G53005300729083083,53
G53005300729083084,53
G53005300729084000,53
G53005300729084001,53
G53005300729084002,53
G53005300729084003,53
G53005300729084004,53
G53005300729084005,53
G53005300729084006,53
G53005300729084007,53
G53005300729084008,53
G53005300729084009,53
G53005300729084010,53
G53005300729084011,53
G53005300729084012,53
G53005300729084013,53
G53005300729084014,53
G53005300729084015,53
G53005300729084016,53
G53005300729084017,53
G53005300729084018,53
G53005300729084019,53
G53005300729084020,53
G53005300729084021,53
G53005300729084022,53
G53005300729084023,53
G53005300729084024,53
G53005300729084025,53
G53005300729084026,53
G53005300729084027,53
G53005300729084028,53
G53005300729084029,53
G53005300729084030,53
G53005300729091000,53
G53005300729091001,53
G53005300729091002,53
G53005300729091003,53
G53005300729091004,53
G53005300729091005,53
G53005300729091006,53
G53005300729091007,53
G53005300729091008,53
G53005300729091009,53
G53005300729091010,53
G53005300729091011,53
G53005300729091012,53
G53005300729091013,53
G53005300729091014,53
G53005300729091015,53
G53005300729091016,53
G53005300729091017,53
G53005300729091018,53
G53005300729091019,53
G53005300729091020,53
G53005300729092000,53
G53005300729092001,53
G53005300729092002,53
G53005300729092003,53
G53005300729092004,53
G53005300729092005,53
G53005300729092006,53
G53005300729092007,53
G53005300729092008,53
G53005300729092009,53
G53005300729092010,53
G53005300729092011,53
G53005300729092012,53
G53005300729092013,53
G53005300729092014,53
G53005300729092015,53
G53005300729092016,53
G53005300729092017,53
G53005300729092018,53
G53005300729092019,53
G53005300729092020,53
G53005300729092021,53
G53005300729092022,53
G53005300729092023,53
G53005300729092024,53
G53005300729092025,53
G53005300729092026,53
G53005300729092027,53
G53005300729092028,53
G53005300729092029,53
G53005300729092030,53
G53005300729092031,53
G53005300729092032,53
G53005300729092033,53
G53005300729092034,53
G53005300729092035,53
G53005300729092036,53
G53005300729092037,53
G53005300729092038,53
G53005300729092039,53
G53005300729092040,53
G53005300729092041,53
G53005300729092042,53
G53005300729092043,53
G53005300729092044,53
G53005300729092045,53
G53005300729092046,53
G53005300729092047,53
G53005300729092048,53
G53005300729092049,53
G53005300729092050,53
G53005300729092051,53
G53005300729092052,53
G53005300729092053,53
G53005300729092054,53
G53005300729092055,53
G53005300729092056,53
G53005300729092057,53
G53005300729092058,53
G53005300729092059,53
G53005300729092060,53
G53005300729092061,53
G53005300729092062,53
G53005300729092063,53
G53005300729092064,53
G53005300729092065,53
G53005300729092066,53
G53005300729092067,53
G53005300729092068,53
G53005300729092069,53
G53005300729092070,53
G53005300729092071,53
G53005300729092072,53
G53005300729092073,53
G53005300729092074,53
G53005300729092075,53
G53005300729092076,53
G53005300729092077,53
G53005300729092078,53
G53005300729092079,53
G53005300729092080,53
G53005300729092081,53
G53005300729092082,53
G53005300729092083,53
G53005300729092084,53
G53005300729092085,53
G53005300729092086,53
G53005300729092087,53
G53005300729092088,53
G53005300729092089,53
G53005300729092090,53
G53005300729092091,53
G53005300729092092,53
G53005300729092093,53
G53005300729092094,53
G53005300729092095,53
G53005300729092096,53
G53005300729092097,53
G53005300729092098,53
G53005300729092099,53
G53005300729092100,53
G53005300729092101,53
G53005300729092102,53
G53005300729092103,53
G53005300729092104,53
G53005300729092105,53
G53005300729092106,53
G53005300729092107,53
G53005300729092108,53
G53005300729092109,53
G53005300729092110,53
G53005300729092111,53
G53005300729092112,53
G53005300729092113,53
G53005300729092114,53
G53005300729092115,53
G53005300729092116,53
G53005300729092117,53
G53005300729092118,53
G53005300729092119,53
G53005300729092120,53
G53005300729092121,53
G53005300729092122,53
G53005300729092123,53
G53005300729092124,53
G53005300729092125,53
G53005300729092126,53
G53005300729092127,53
G53005300729092128,53
G53005300729092129,53
G53005300729092130,53
G53005300729092131,53
G53005300729092132,53
G53005300729092133,53
G53005300729092134,53
G53005300729092135,53
G53005300729092136,53
G53005300729092137,53
G53005300729092138,53
G53005300729092139,53
G53005300729092140,53
G53005300729092141,53
G53005300729092142,53
G53005300729092143,53
G53005300729092144,53
G53005300729092145,53
G53005300729092146,53
G53005300729092147,53
G53005300729092148,53
G53005300729092149,53
G53005300729092150,53
G53005300729092151,53
G53005300729092152,53
G53005300729092153,53
G53005300729092154,53
G53005300729092155,53
G53005300729092156,53
G53005300729092157,53
G53005300729092158,53
G53005300729092159,53
G53005300729092160,53
G53005300729092161,53
G53005300729092162,53
G53005300729092163,53
G53005300729092164,53
G53005300729092165,53
G53005300729092166,53
G53005300729092167,53
G53005300729092168,53
G53005300729092169,53
G53005300729092170,53
G53005300729092171,53
G53005300729092172,53
G53005300729092173,53
G53005300729092174,53
G53005300729092175,53
G53005300729092176,53
G53005300729092177,53
G53005300729092178,53
G53005300729092179,53
G53005300729092180,53
G53005300730011000,53
G53005300730011001,53
G53005300730011002,53
G53005300730011003,53
G53005300730011004,53
G53005300730011005,53
G53005300730011006,53
G53005300730011007,53
G53005300730011008,53
G53005300730011009,53
G53005300730011010,53
G53005300730011011,53
G53005300730011012,53
G53005300730011013,53
G53005300730011014,53
G53005300730011015,53
G53005300730011016,53
G53005300730011017,53
G53005300730011018,53
G53005300730012000,53
G53005300730012001,53
G53005300730012002,53
G53005300730012003,53
G53005300730012004,53
G53005300730012005,53
G53005300730012006,53
G53005300730012007,53
G53005300730012008,53
G53005300730012009,53
G53005300730012010,53
G53005300730012011,53
G53005300730012012,53
G53005300730012013,53
G53005300730012014,53
G53005300730012015,53
G53005300730012016,53
G53005300730012017,53
G53005300730012018,53
G53005300730012019,53
G53005300730012020,53
G53005300730012021,53
G53005300730012022,53
G53005300730012023,53
G53005300730012024,53
G53005300730012025,53
G53005300730012026,53
G53005300730012027,53
G53005300730012028,53
G53005300730012029,53
G53005300730012030,53
G53005300730012031,53
G53005300730012032,53
G53005300730012033,53
G53005300730012034,53
G53005300730012035,53
G53005300730012036,53
G53005300730012037,53
G53005300730012038,53
G53005300730012039,53
G53005300730012040,53
G53005300730012041,53
G53005300730012042,53
G53005300730012043,53
G53005300730012044,53
G53005300730012045,53
G53005300730012046,53
G53005300730012047,53
G53005300730012048,53
G53005300730012049,53
G53005300730012050,53
G53005300730012051,53
G53005300730012052,53
G53005300730012053,53
G53005300730012054,53
G53005300730012055,53
G53005300730012056,53
G53005300730013000,53
G53005300730013001,53
G53005300730013002,53
G53005300730013003,53
G53005300730013004,53
G53005300730013005,53
G53005300730013006,53
G53005300730013007,53
G53005300730013008,53
G53005300730013009,53
G53005300730013010,53
G53005300730013011,53
G53005300730013012,53
G53005300730013013,53
G53005300730013014,53
G53005300730013015,53
G53005300730013016,53
G53005300730013017,53
G53005300730013018,53
G53005300730013019,53
G53005300730013020,53
G53005300730013021,53
G53005300730013022,53
G53005300730013023,53
G53005300730013024,53
G53005300730013025,53
G53005300730013026,53
G53005300730014000,53
G53005300730014001,53
G53005300730014002,53
G53005300730014003,53
G53005300730014004,53
G53005300730014005,53
G53005300730014006,53
G53005300730014007,53
G53005300730014008,53
G53005300730014009,53
G53005300730014010,53
G53005300730014011,53
G53005300730014012,53
G53005300730014013,53
G53005300730014014,53
G53005300730014015,53
G53005300730014016,53
G53005300730014017,53
G53005300730014018,53
G53005300730014019,53
G53005300730014020,53
G53005300730014021,53
G53005300730014022,53
G53005300730014023,53
G53005300730014024,53
G53005300730015000,53
G53005300730015001,53
G53005300730015002,53
G53005300730015003,53
G53005300730015004,53
G53005300730015005,53
G53005300730015006,53
G53005300730015007,53
G53005300730015008,53
G53005300730015009,53
G53005300730015010,53
G53005300730015011,53
G53005300730015012,53
G53005300730015013,53
G53005300730015014,53
G53005300730015015,53
G53005300730015016,53
G53005300730015017,53
G53005300730015018,53
G53005300730015019,53
G53005300730015020,53
G53005300730015021,53
G53005300730015022,53
G53005300730015023,53
G53005300730015024,53
G53005300730015025,53
G53005300730015026,53
G53005300730015027,53
G53005300730015028,53
G53005300730015029,53
G53005300730015030,53
G53005300730015031,53
G53005300730015032,53
G53005300730015033,53
G53005300730015034,53
G53005300730015035,53
G53005300730015036,53
G53005300730015037,53
G53005300730015038,53
G53005300730015039,53
G53005300730015040,53
G53005300730015041,53
G53005300730015042,53
G53005300730015043,53
G53005300730015044,53
G53005300730015045,53
G53005300730015046,53
G53005300730015047,53
G53005300730015048,53
G53005300730015049,53
G53005300730015050,53
G53005300730015051,53
G53005300730015052,53
G53005300730015053,53
G53005300730015054,53
G53005300730015055,53
G53005300730015056,53
G53005300730015057,53
G53005300730015058,53
G53005300730015059,53
G53005300730015060,53
G53005300730015061,53
G53005300730015062,53
G53005300730015063,53
G53005300730051000,53
G53005300730051001,53
G53005300730051002,53
G53005300730051003,53
G53005300730051004,53
G53005300730051005,53
G53005300730051006,53
G53005300730051007,53
G53005300730051008,53
G53005300730051009,53
G53005300730051010,53
G53005300730051011,53
G53005300730051012,53
G53005300730051013,53
G53005300730051014,53
G53005300730051015,53
G53005300730051016,53
G53005300730051017,53
G53005300730051018,53
G53005300730051019,53
G53005300730051020,53
G53005300730051021,53
G53005300730051022,53
G53005300730052000,53
G53005300730052001,53
G53005300730052002,53
G53005300730052003,53
G53005300730052004,53
G53005300730052005,53
G53005300730052006,53
G53005300730052007,53
G53005300730052008,53
G53005300730052009,53
G53005300730052010,53
G53005300730052011,53
G53005300730052012,53
G53005300730052013,53
G53005300730052014,53
G53005300730052015,53
G53005300730052016,53
G53005300730052017,53
G53005300730052018,53
G53005300730052019,53
G53005300730053000,53
G53005300730053001,53
G53005300730053002,53
G53005300730053003,53
G53005300730053004,53
G53005300730053005,53
G53005300730053006,53
G53005300730053007,53
G53005300730053008,53
G53005300730053009,53
G53005300730053010,53
G53005300730053011,53
G53005300730053012,53
G53005300730053013,53
G53005300730053014,53
G53005300730053015,53
G53005300730053016,53
G53005300730053017,53
G53005300730053018,53
G53005300730054000,53
G53005300730054001,53
G53005300730054002,53
G53005300730054003,53
G53005300730054004,53
G53005300730054005,53
G53005300730054006,53
G53005300730054007,53
G53005300730054008,53
G53005300730054009,53
G53005300730054010,53
G53005300730054011,53
G53005300730054012,53
G53005300730054013,53
G53005300730054014,53
G53005300730054015,53
G53005300730061000,53
G53005300730061001,53
G53005300730061002,53
G53005300730061003,53
G53005300730061004,53
G53005300730061005,53
G53005300730061006,53
G53005300730061007,53
G53005300730061008,53
G53005300730061009,53
G53005300730061010,53
G53005300730061011,53
G53005300730061012,53
G53005300730061013,53
G53005300730061014,53
G53005300730061015,53
G53005300730061016,53
G53005300730061017,53
G53005300730061018,53
G53005300730061019,53
G53005300730061020,53
G53005300730061021,53
G53005300730061022,53
G53005300730061023,53
G53005300730061024,53
G53005300730061025,53
G53005300730061026,53
G53005300730061027,53
G53005300730061028,53
G53005300730061029,53
G53005300730061030,53
G53005300730061031,53
G53005300730061032,53
G53005300730061033,53
G53005300730061034,53
G53005300730061035,53
G53005300730061036,53
G53005300730061037,53
G53005300730061038,53
G53005300730061039,53
G53005300730061040,53
G53005300730061041,53
G53005300730061042,53
G53005300730061043,53
G53005300730061044,53
G53005300730061045,53
G53005300730061046,53
G53005300730061047,53
G53005300730061048,53
G53005300730061049,53
G53005300730061050,53
G53005300730061051,53
G53005300730061052,53
G53005300730061053,53
G53005300730062000,53
G53005300730062001,53
G53005300730062002,53
G53005300730062003,53
G53005300730062004,53
G53005300730062005,53
G53005300730062006,53
G53005300730062007,53
G53005300730062008,53
G53005300730062009,53
G53005300730062010,53
G53005300730062011,53
G53005300730062012,53
G53005300730062013,53
G53005300730062014,53
G53005300730062015,53
G53005300730062016,53
G53005300730062017,53
G53005300730062018,53
G53005300730062019,53
G53005300730062020,53
G53005300730062021,53
G53005300730062022,53
G53005300730062023,53
G53005300730062024,53
G53005300730062025,53
G53005300730062026,53
G53005300730062027,53
G53005300730062028,53
G53005300730062029,53
G53005300730063000,53
G53005300730063001,53
G53005300730063002,53
G53005300730063003,53
G53005300730063004,53
G53005300730063005,53
G53005300730063006,53
G53005300730063007,53
G53005300730063008,53
G53005300730063009,53
G53005300730063010,53
G53005300730063011,53
G53005300730063012,53
G53005300730063013,53
G53005300730063014,53
G53005300730063015,53
G53005300730063016,53
G53005300730063017,53
G53005300730063018,53
G53005300730063019,53
G53005300730063020,53
G53005300730063021,53
G53005300730063022,53
G53005300730063023,53
G53005300730063024,53
G53005300730063025,53
G53005300730063026,53
G53005300730063027,53
G53005300730063028,53
G53005300730063029,53
G53005300730063030,53
G53005300730063031,53
G53005300730063032,53
G53005300730063033,53
G53005300730063034,53
G53005300730063035,53
G53005300730063036,53
G53005300730063037,53
G53005300730063038,53
G53005300730063039,53
G53005300730063040,53
G53005300730063041,53
G53005300730063042,53
G53005300730063043,53
G53005300730063044,53
G53005300730063045,53
G53005300730063046,53
G53005300730063047,53
G53005300730063048,53
G53005300730063049,53
G53005300730063050,53
G53005300730063051,53
G53005300730063052,53
G53005300730063053,53
G53005300730063054,53
G53005300730063055,53
G53005300730063056,53
G53005300730063057,53
G53005300730063058,53
G53005300730063059,53
G53005300730063060,53
G53005300730063061,53
G53005300730063062,53
G53005300730063063,53
G53005300730063064,53
G53005300730063065,53
G53005300730063066,53
G53005300730063067,53
G53005300730063068,53
G53005300730063069,53
G53005300730063070,53
G53005300730063071,53
G53005300730063072,53
G53005300730063073,53
G53005300730063074,53
G53005300730063075,53
G53005300730063076,53
G53005300730063077,53
G53005300730063078,53
G53005300730063079,53
G53005300730063080,53
G53005300730063081,53
G53005300730063082,53
G53005300731101000,53
G53005300731101001,53
G53005300731101002,53
G53005300731101003,53
G53005300731101004,53
G53005300731101005,53
G53005300731101006,53
G53005300731101007,53
G53005300731102000,53
G53005300731102001,53
G53005300731102002,53
G53005300731102003,53
G53005300731103000,53
G53005300731103001,53
G53005300731103002,53
G53005300731103003,53
G53005300731103004,53
G53005300731103005,53
G53005300731103006,53
G53005300731103007,53
G53005300731103008,53
G53005300731103009,53
G53005300731103010,53
G53005300731103011,53
G53005300731103012,53
G53005300731103013,53
G53005300731103014,53
G53005300731103015,53
G53005300731103016,53
G53005300731103017,53
G53005300731103018,53
G53005300731103019,53
G53005300731103020,53
G53005300731103021,53
G53005300731103022,53
G53005300731103023,53
G53005300731103024,53
G53005300731111000,53
G53005300731111001,53
G53005300731112000,53
G53005300731112001,53
G53005300731112002,53
G53005300731112003,53
G53005300731112004,53
G53005300731112005,53
G53005300731112006,53
G53005300731112007,53
G53005300731112008,53
G53005300731113000,53
G53005300731113001,53
G53005300731113002,53
G53005300731113003,53
G53005300731113004,53
G53005300731113005,53
G53005300731113006,53
G53005300731113007,53
G53005300731113008,53
G53005300731113009,53
G53005300731113010,53
G53005300731141000,53
G53005300731141001,53
G53005300731141002,53
G53005300731141003,53
G53005300731141004,53
G53005300731141005,53
G53005300731141006,53
G53005300731141007,53
G53005300731142000,53
G53005300731142001,53
G53005300731142002,53
G53005300731142003,53
G53005300731143000,53
G53005300731143001,53
G53005300731143002,53
G53005300731143003,53
G53005300731143004,53
G53005300731143005,53
G53005300731143006,53
G53005300731143007,53
G53005300731143008,53
G53005300731143009,53
G53005300731143010,53
G53005300731143011,53
G53005300731143012,53
G53005300731143013,53
G53005300731143014,53
G53005300731143015,53
G53005300731143016,53
G53005300731143017,53
G53005300731143018,53
G53005300731143019,53
G53005300731143020,53
G53005300731143021,53
G53005300731143022,53
G53005300731143023,53
G53005300731144000,53
G53005300731144001,53
G53005300731144002,53
G53005300731144003,53
G53005300731144004,53
G53005300731144005,53
G53005300731144006,53
G53005300731144007,53
G53005300731144008,53
G53005300731144009,53
G53005300731144010,53
G53005300731144011,53
G53005300731144012,53
G53005300731144013,53
G53005300731144014,53
G53005300731144015,53
G53005300731144016,53
G53005300731144017,53
G53005300731144018,53
G53005300731151000,53
G53005300731151001,53
G53005300731151002,53
G53005300731151003,53
G53005300731151004,53
G53005300731151005,53
G53005300731151006,53
G53005300731151007,53
G53005300731151008,53
G53005300731151009,53
G53005300731152000,53
G53005300731152001,53
G53005300731152002,53
G53005300731152003,53
G53005300731152004,53
G53005300731152005,53
G53005300731152006,53
G53005300731152007,53
G53005300731153000,53
G53005300731153001,53
G53005300731153002,53
G53005300731153003,53
G53005300731153004,53
G53005300731161000,53
G53005300731161001,53
G53005300731161002,53
G53005300731161003,53
G53005300731161004,53
G53005300731161005,53
G53005300731161006,53
G53005300731161007,53
G53005300731161008,53
G53005300731161009,53
G53005300731161010,53
G53005300731161011,53
G53005300731161012,53
G53005300731161013,53
G53005300731161014,53
G53005300731162000,53
G53005300731162001,53
G53005300731162002,53
G53005300731162003,53
G53005300731162004,53
G53005300731162005,53
G53005300731162006,53
G53005300731163000,53
G53005300731163001,53
G53005300731163002,53
G53005300731163003,53
G53005300731163004,53
G53005300731163005,53
G53005300731163006,53
G53005300731163007,53
G53005300731163008,53
G53005300731163009,53
G53005300731163010,53
G53005300731163011,53
G53005300731163012,53
G53005300731163013,53
G53005300731163014,53
G53005300731163015,53
G53005300731163016,53
G53005300731171000,53
G53005300731171001,53
G53005300731171002,53
G53005300731171003,53
G53005300731171004,53
G53005300731171005,53
G53005300731171006,53
G53005300731171007,53
G53005300731171008,53
G53005300731171009,53
G53005300731171010,53
G53005300731171011,53
G53005300731172000,53
G53005300731172001,53
G53005300731172002,53
G53005300731172003,53
G53005300731172004,53
G53005300731172005,53
G53005300731172006,53
G53005300731172007,53
G53005300731172008,53
G53005300731172009,53
G53005300731172010,53
G53005300731172011,53
G53005300731172012,53
G53005300731172013,53
G53005300731172014,53
G53005300731172015,53
G53005300731172016,53
G53005300731172017,53
G53005300731172018,53
G53005300731172019,53
G53005300731172020,53
G53005300731172021,53
G53005300731172022,53
G53005300731172023,53
G53005300731172024,53
G53005300731172025,53
G53005300731172026,53
G53005300731172027,53
G53005300731172028,53
G53005300731172029,53
G53005300731173000,53
G53005300731173001,53
G53005300731173002,53
G53005300731173003,53
G53005300731173004,53
G53005300731173005,53
G53005300731173006,53
G53005300731173007,53
G53005300731173008,53
G53005300731173009,53
G53005300731173010,53
G53005300731173011,53
G53005300731173012,53
G53005300731173013,53
G53005300731173014,53
G53005300731173015,53
G53005300731173016,53
G53005300731181000,53
G53005300731181001,53
G53005300731181002,53
G53005300731181003,53
G53005300731181004,53
G53005300731181005,53
G53005300731181006,53
G53005300731181007,53
G53005300731181008,53
G53005300731181009,53
G53005300731181010,53
G53005300731181011,53
G53005300731182000,53
G53005300731182001,53
G53005300731182002,53
G53005300731182003,53
G53005300731182004,53
G53005300731182005,53
G53005300731182006,53
G53005300731182007,53
G53005300731182008,53
G53005300731182009,53
G53005300731182010,53
G53005300731182011,53
G53005300731182012,53
G53005300731182013,53
G53005300731182014,53
G53005300731183000,53
G53005300731183001,53
G53005300731183002,53
G53005300731183003,53
G53005300731183004,53
G53005300731183005,53
G53005300731183006,53
G53005300731184000,53
G53005300731184001,53
G53005300731184002,53
G53005300731184003,53
G53005300731184004,53
G53005300731184005,53
G53005300731184006,53
G53005300731184007,53
G53005300731184008,53
G53005300731184009,53
G53005300731184010,53
G53005300731184011,53
G53005300731184012,53
G53005300731184013,53
G53005300731184014,53
G53005300731184015,53
G53005300731184016,53
G53005300731184017,53
G53005300731184018,53
G53005300731184019,53
G53005300731184020,53
G53005300731184021,53
G53005300731184022,53
G53005300731184023,53
G53005300731184024,53
G53005300731184025,53
G53005300731184026,53
G53005300731184027,53
G53005300731184028,53
G53005300731184029,53
G53005300731191000,53
G53005300731191001,53
G53005300731191002,53
G53005300731191003,53
G53005300731191004,53
G53005300731191005,53
G53005300731191006,53
G53005300731191007,53
G53005300731191008,53
G53005300731191009,53
G53005300731191010,53
G53005300731191011,53
G53005300731191012,53
G53005300731191013,53
G53005300731191014,53
G53005300731191015,53
G53005300731191016,53
G53005300731191017,53
G53005300731191018,53
G53005300731191019,53
G53005300731191020,53
G53005300731191021,53
G53005300731192000,53
G53005300731192001,53
G53005300731192002,53
G53005300731192003,53
G53005300731192004,53
G53005300731192005,53
G53005300731192006,53
G53005300731192007,53
G53005300731192008,53
G53005300731192009,53
G53005300731192010,53
G53005300731192011,53
G53005300731192012,53
G53005300731192013,53
G53005300731192014,53
G53005300731192015,53
G53005300731192016,53
G53005300731192017,53
G53005300731192018,53
G53005300731192019,53
G53005300731192020,53
G53005300731192021,53
G53005300731192022,53
G53005300731192023,53
G53005300731192024,53
G53005300731192025,53
G53005300731192026,53
G53005300731192027,53
G53005300731192028,53
G53005300731192029,53
G53005300731192030,53
G53005300731192031,53
G53005300731192032,53
G53005300731192033,53
G53005300731192034,53
G53005300731192035,53
G53005300731192036,53
G53005300731192037,53
G53005300731192038,53
G53005300731192039,53
G53005300731192040,53
G53005300731192041,53
G53005300731192042,53
G53005300731192043,53
G53005300731192044,53
G53005300731192045,53
G53005300731192046,53
G53005300731192047,53
G53005300731192048,53
G53005300731192049,53
G53005300731192050,53
G53005300731192051,53
G53005300731192052,53
G53005300731192053,53
G53005300731192054,53
G53005300731192055,53
G53005300731192056,53
G53005300731192057,53
G53005300731192058,53
G53005300731192059,53
G53005300731192060,53
G53005300731192061,53
G53005300731192062,53
G53005300731192063,53
G53005300731192064,53
G53005300731192065,53
G53005300731192066,53
G53005300731192067,53
G53005300731192068,53
G53005300731192069,53
G53005300731192070,53
G53005300731192071,53
G53005300731192072,53
G53005300731192073,53
G53005300731192074,53
G53005300731192075,53
G53005300731192076,53
G53005300731192077,53
G53005300731192078,53
G53005300731192079,53
G53005300731192080,53
G53005300731192081,53
G53005300731192082,53
G53005300731192083,53
G53005300731192084,53
G53005300731192085,53
G53005300731192086,53
G53005300731192087,53
G53005300731192088,53
G53005300731192089,53
G53005300731192090,53
G53005300731201000,53
G53005300731201001,53
G53005300731201002,53
G53005300731202000,53
G53005300731202001,53
G53005300731202002,53
G53005300731202003,53
G53005300731202004,53
G53005300731202005,53
G53005300731202006,53
G53005300731202007,53
G53005300731202008,53
G53005300731202009,53
G53005300731202010,53
